,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"Intentions (feat. Quavo)","Justin Bieber",19667,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
18,Memories,"Maroon 5",19581,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
19,怎麼了,"Eric Chou",18908,https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm
20,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,18877,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa
21,"Watermelon Sugar","Harry Styles",18220,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
22,"Come & Go (with Marshmello)","Juice WRLD",18185,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
23,"Rain On Me (with Ariana Grande)","Lady Gaga",18098,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
24,說好不哭,"Jay Chou",17513,https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf
25,"Don't Start Now","Dua Lipa",17120,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
26,Mariposa,"Peach Tree Rascals",17021,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
27,"Roses - Imanbek Remix","SAINt JHN",16787,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
28,"Party Girl (Remix)",StaySolidRocky,16699,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
29,"Dance Monkey","Tones And I",16590,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
30,"If the World Was Ending - feat. Julia Michaels","JP Saxe",16260,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
31,"pporappippam 보라빛 밤",SUNMI,16178,https://open.spotify.com/track/7oQh96s9YemWG3A4zkIbrU
32,Señorita,"Shawn Mendes",15981,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
33,"Break My Heart","Dua Lipa",15864,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
34,"Sour Candy (with BLACKPINK)","Lady Gaga",15840,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
35,"MORE & MORE",TWICE,15613,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
36,"Stay Gold",BTS,15495,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
37,Supalonely,BENEE,15254,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
38,"Love Somebody",Lauv,15197,https://open.spotify.com/track/50wetCP0Nsx5sIaFHCYlCe
39,"if this is the last time",LANY,14732,https://open.spotify.com/track/2ccNaerby1wXA993dY6XsR
40,"Wishing Well","Juice WRLD",14670,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
41,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲","Eric Chou",14258,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
42,Heather,"Conan Gray",14159,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
43,Circles,"Post Malone",14076,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
44,PLAY,"CHUNG HA",13987,https://open.spotify.com/track/1SdLedoEjrMRu5AnvK2EYk
45,告白氣球,"Jay Chou",13645,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk
46,"Say So","Doja Cat",13612,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
47,"Galactic Rainbow","Ashland Are",13469,https://open.spotify.com/track/77tLjpxh63XDyrscdUFD4A
48,"Nothing but me","Mega Guar",13422,https://open.spotify.com/track/780st5FfXHTKOoDXMRCsWt
49,"Hotline Wait","Festi Baal",13295,https://open.spotify.com/track/3wAUSns1uBbIMdHGoNyJZj
50,"Lose Somebody",Kygo,13203,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
51,"Sunset Store","Mega Guar",12945,https://open.spotify.com/track/6lTEFCGlNWDffHTUIEC94h
52,嚣张,En,12875,https://open.spotify.com/track/3t8M86tiO0aKMMTXzRrFn8
53,"IDK You Yet","Alexander 23",12793,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
54,Moonlight,"Festi Baal",12520,https://open.spotify.com/track/6SRNyANkaYmQ0wSuqVHEvw
55,"Blueberry Faygo","Lil Mosey",12324,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
56,"In Your Eyes","The Weeknd",11980,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
57,"Life's A Mess (feat. Halsey)","Juice WRLD",11854,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
58,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲",A-Lin,11541,https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ
59,"Say You Won't Let Go","James Arthur",11283,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
60,"Stunnin' (feat. Harm Franklin)","Curtis Waters",11213,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
61,"Breaking Me",Topic,11069,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
62,"真的傻 (電影《一吻定情》追愛版主題曲)","LaLa Hsu",11066,https://open.spotify.com/track/7mCr6Rn5jx04Fisvts97Z3
63,"Toosie Slide",Drake,11047,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
64,Mojito,"Jay Chou",10932,https://open.spotify.com/track/7BYMjh3vWnHU4IFyfZdIDO
65,"Beautiful People (feat. Khalid)","Ed Sheeran",10836,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
66,"Past Life (with Selena Gomez)","Trevor Daniel",10802,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
67,"Boy With Luv (feat. Halsey)",BTS,10781,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
68,小幸運,"Hebe Tien",10574,https://open.spotify.com/track/1ZeVIrCWzEmsJexkrgvjFv
69,"Kill This Love",BLACKPINK,10556,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
70,Psycho,"Red Velvet",10373,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
71,"I Like Me Better",Lauv,10299,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
72,WANNABE,ITZY,10250,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
73,如果雨之後,"Eric Chou",10246,https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL
74,你的酒馆对我打了烊,"Shirley Chen",10196,https://open.spotify.com/track/6BL2V0CvfW9QVHm9oU4Lmk
75,那些你很冒險的夢,"JJ Lin",10163,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc
76,Surrender,"Natalie Taylor",10137,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
77,"10,000 Hours (with Justin Bieber)","Dan + Shay",10063,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
78,"Go Crazy","Chris Brown",10040,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
79,绿色,"Shirley Chen",10000,https://open.spotify.com/track/6ZoJngyuPof3KsFhFKA5P5
80,2002,Anne-Marie,9894,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
81,"comethru (bonus track)","Jeremy Zucker",9843,https://open.spotify.com/track/1pV9TLnQdOHbvourRO7x4m
82,你的答案,阿冗,9792,https://open.spotify.com/track/4QWSICaQ6LGmcS8qX9lNVh
83,"God’s Menu","Stray Kids",9766,https://open.spotify.com/track/0RzT9tBLcQhofW2TNiHP9B
84,"no song without you",HONNE,9662,https://open.spotify.com/track/1lNHWPDvKEbamKezpLq7HW
85,"Slow Grenade","Ellie Goulding",9406,https://open.spotify.com/track/5z8uLrYMcUVvzTV28twt44
86,"Be Alright","Dean Lewis",9339,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
87,以後別做朋友,"Eric Chou",9316,https://open.spotify.com/track/7zyYmIdjqqiX6kLryb7QBx
88,"Sunday Best",Surfaces,9268,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
89,演員,"Joker Xue",9222,https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd
90,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9209,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
91,"Are You Bored Yet? (feat. Clairo)",Wallows,9105,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
92,"Modern Loneliness",Lauv,9104,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
93,"It's You","Ali Gatie",9017,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
94,"I Don't Care (with Justin Bieber)","Ed Sheeran",9016,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
95,Perfect,"Ed Sheeran",9011,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
96,Maniac,"Conan Gray",8893,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
97,"Can We Kiss Forever?",Kina,8841,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
98,"天黑請閉眼 feat. 邱鋒澤","Nine Chen",8839,https://open.spotify.com/track/3j5yYj3N0CQSgcHMF91ZlO
99,"What Am I","Why Don't We",8709,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G
100,Shallow,"Lady Gaga",8709,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
101,年少有為,"Ronghao Li",8705,https://open.spotify.com/track/6XY80Ofqd8j0SGiEdRLwCp
102,等你下課,"Jay Chou",8596,https://open.spotify.com/track/76WthWB0v0KXUHZoAclMVV
103,那女孩對我說,"Rachel Liang",8596,https://open.spotify.com/track/5Gip2UwE4f8L4MQWsvcvfA
104,"i'm so tired...",Lauv,8585,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
105,晴天,"Jay Chou",8557,https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH
106,Falling,"Trevor Daniel",8549,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
107,"Without You","高爾宣 OSN",8409,https://open.spotify.com/track/0KWnRv3wxjltYVB3MqjNd2
108,體面(電影《前任3:再見前任》插曲),"Kelly Yu",8252,https://open.spotify.com/track/7cE5ehlKJ3L9Ejhzm3udcF
109,"Kings & Queens","Ava Max",8199,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
110,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",8187,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
111,"You Are The Reason","Calum Scott",8184,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
112,她說,"JJ Lin",8166,https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts
113,"Without Me",Halsey,8111,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
114,"Left & Right",SEVENTEEN,8074,https://open.spotify.com/track/66orj0qtDgnU6DlmllAxbq
115,"Something Just Like This","The Chainsmokers",8064,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
116,"fuck, i'm lonely (with Anne-Marie)",Lauv,8062,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
117,別勉強,G.E.M.,8059,https://open.spotify.com/track/6tzOEJ2tqSiAxHw9CAT9Ru
118,"Mean It",Lauv,8006,https://open.spotify.com/track/3uc8AGNL0KbvISIrjnfRvN
119,"If I Can't Have You","Shawn Mendes",7967,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
120,少年,梦然,7966,https://open.spotify.com/track/56XaEf9Mo2Njaxa9TIn5LR
121,"光年之外 (電影 《Passengers》 中國區主題曲)",G.E.M.,7957,https://open.spotify.com/track/1bkvGbgK4HU8B7Ue4k7O7I
122,說散就散,"JC 陳詠桐",7927,https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn
123,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,7911,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
124,Apple,GFRIEND,7823,https://open.spotify.com/track/3jg1u32Pn1c2M5r6SAQBCC
125,"Let Me Down Slowly","Alec Benjamin",7804,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
126,芒种,音阙诗听,7804,https://open.spotify.com/track/3IP4qSMfGeqI2XqHFf25sj
127,Feelings,Lauv,7796,https://open.spotify.com/track/0s26En1JoJhVj32vizElpA
128,"lovely (with Khalid)","Billie Eilish",7792,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
129,"bad guy","Billie Eilish",7780,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
130,太陽,"Pika Chiu",7693,https://open.spotify.com/track/3mAc5QY56d5Zl1MbvnWybK
131,可惜沒如果,"JJ Lin",7666,https://open.spotify.com/track/6WoQzK5Exbfcmow1AoNRkl
132,"Adore You","Harry Styles",7574,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
133,不為誰而作的歌,"JJ Lin",7452,https://open.spotify.com/track/0VqSdtXseb9khdZrnYVyM1
134,"Too Good At Goodbyes","Sam Smith",7445,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
135,"Sweet but Psycho","Ava Max",7430,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
136,"Rewrite The Stars","Zac Efron",7373,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
137,Happier,Marshmello,7365,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
138,ROXANNE,"Arizona Zervas",7355,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
139,不該,"Jay Chou",7350,https://open.spotify.com/track/7LyCtbxher5m97MImn5M3l
140,Photograph,"Ed Sheeran",7346,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
141,Falling,"Harry Styles",7315,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
142,"Call You Mine","The Chainsmokers",7250,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
143,I.F.L.Y.,Bazzi,7175,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
144,过客,阿涵,7170,https://open.spotify.com/track/4kRD1QrswfXkNOuTXyBLJV
145,"LATHI (ꦭꦛꦶ)","Weird Genius",7154,https://open.spotify.com/track/7ksK7gpPDFdY4JLHr1hKfY
146,安靜,"Jay Chou",7137,https://open.spotify.com/track/4FOydQ5IdqmdeBgG9vFbPg
147,你要的全拿走,"Tiger Hu",7129,https://open.spotify.com/track/37BXaP8wCJrH0M3AdtSNyk
148,Takeaway,"The Chainsmokers",7128,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
149,"everything i wanted","Billie Eilish",7092,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
150,來自天堂的魔鬼,G.E.M.,7090,https://open.spotify.com/track/0g2XnkKghVN22yze1gTJzl
151,句號,G.E.M.,7065,https://open.spotify.com/track/66YKSygcUZHHqHJZcWslI3
152,"As If It's Your Last",BLACKPINK,6988,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
153,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",6953,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
154,ON,BTS,6907,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
155,"How Do You Sleep?","Sam Smith",6902,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
156,Lights,BTS,6873,https://open.spotify.com/track/3TDUktzfYXMWjkWqwoT5F1
157,"The Box","Roddy Ricch",6829,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
158,有点甜,"Silence Wang",6758,https://open.spotify.com/track/1xjDvv3wvcB49iVggnn7iK
159,"Dancing With A Stranger (with Normani)","Sam Smith",6756,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
160,"Lose You To Love Me","Selena Gomez",6755,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
161,我很快樂,"Eric Chou",6730,https://open.spotify.com/track/0ztR7sCDXwCU5I8QJKemSU
162,more,keshi,6728,https://open.spotify.com/track/0D2bQ8QLRSLeyuvEhSuaDD
163,Sucker,"Jonas Brothers",6705,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
164,修煉愛情,"JJ Lin",6686,https://open.spotify.com/track/190kU2WKyIzx9XaBjfWRPk
165,只是太愛你,"Hins Cheung",6653,https://open.spotify.com/track/0s5GrkSNp9bfP2FtrtbiJ0
166,"DDU-DU DDU-DU",BLACKPINK,6615,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
167,"you were good to me (bonus track)","Jeremy Zucker",6596,https://open.spotify.com/track/0JnSoyZMTYZLWFVdVT1JFZ
168,Youngblood,"5 Seconds of Summer",6592,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
169,Righteous,"Juice WRLD",6582,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
170,"Shape of You","Ed Sheeran",6579,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
171,"hot girl bummer",blackbear,6577,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
172,"那些年 - 那些年","Hu Xia",6536,https://open.spotify.com/track/3v8FOuA8jxAC5SOA2uN6Mg
173,无人之岛,任然,6534,https://open.spotify.com/track/2F5RaL5gh6tBFyAVudaIqs
174,Yummy,"Justin Bieber",6530,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
175,"Scars To Your Beautiful","Alessia Cara",6522,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
176,"Any song",ZICO,6502,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn
177,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",6496,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
178,"Love Someone","Lukas Graham",6473,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
179,Daisies,"Katy Perry",6411,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
180,"Let's Fall in Love for the Night",FINNEAS,6407,https://open.spotify.com/track/7kQkmyoHCEqwe7QwDbkSXM
181,"7 rings","Ariana Grande",6399,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
182,"thank u, next","Ariana Grande",6390,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
183,突然好想你,Mayday,6357,https://open.spotify.com/track/0IAgufC1FlOg1nZMmRZxRr
184,"Hold Me While You Wait","Lewis Capaldi",6342,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
185,"Secret Story of the Swan",IZ*ONE,6340,https://open.spotify.com/track/3FARQP8fA49bSsTWjNyWmY
186,Closer,"The Chainsmokers",6337,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
187,"TKN (feat. Travis Scott)",ROSALÍA,6331,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
188,後來的我們,Mayday,6299,https://open.spotify.com/track/13AruKdh8wJhWx6i5dV8X1
189,"all the kids are depressed","Jeremy Zucker",6227,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
190,"Malibu Nights",LANY,6216,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
191,"可不可以 - 抖音热歌",张紫豪,6193,https://open.spotify.com/track/2WBVjfhKzYXc6fhdpT0TtC
192,"The Middle",Zedd,6135,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
193,手心的薔薇,"JJ Lin",6115,https://open.spotify.com/track/07DWACsD58aEdq6XnDadLh
194,"la la la that’s how it goes",HONNE,6110,https://open.spotify.com/track/5Pw4Q2Z2NttJtISFFxe9MK
195,"Just the Way You Are","Bruno Mars",6108,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
196,MAMACITA,"Black Eyed Peas",6102,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
197,"I'm Yours","Jason Mraz",6083,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
198,Blueming,IU,6066,https://open.spotify.com/track/4Dr2hJ3EnVh2Aaot6fRwDO
199,"Running On My Mind","Ali Gatie",6048,https://open.spotify.com/track/0xEW9gPv5wNuS84pXGG3lc
200,"All of Me","John Legend",6009,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
