,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ela É do Tipo","MC Kevin o Chris",572551,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
2,"Cem Mil - Ao Vivo","Gusttavo Lima",402666,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ
3,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",384868,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
4,"Vingança - Ao Vivo","Luan Santana",374135,https://open.spotify.com/track/7KdcbYcVF8LkQeQcTYOixJ
5,"Onda diferente (feat. Papatinho)",Anitta,368257,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd
6,"Lençol Dobrado","João Gustavo e Murilo",322066,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk
7,"Bebi Liguei - Ao Vivo","Marília Mendonça",300038,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
8,"Bola Rebola",Tropkillaz,298025,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg
9,"Bebaça - Ao Vivo","Marília Mendonça",291410,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
10,"Atrasadinha - Ao Vivo","Felipe Araújo",288198,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
11,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",282441,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
12,"Quem Me Dera","Márcia Fellipe",263601,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg
13,"All The Lies",Alok,260898,https://open.spotify.com/track/6PqUdUGS4h5aGY7YyEGXr8
14,"Estado Decadente - Acústico","Zé Neto & Cristiano",255460,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
15,Cobaia,"Lauana Prado",245922,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
16,"Vamos pra Gaiola","MC Kevin o Chris",243501,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB
17,Shallow,"Lady Gaga",232474,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
18,Infarto,"Diego & Victor Hugo",227167,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2
19,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",223233,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
20,"Boy With Luv (feat. Halsey)",BTS,214353,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
21,"Ouvi Dizer",Melim,214029,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
22,"Hoje Eu Vou Parar Na Gaiola","Mc Livinho",213818,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F
23,"Agora é Tudo Meu","Dennis DJ",210019,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
24,"Surto De Amor - Ao Vivo Em Uberlândia / 2018","Bruno & Marrone",206388,https://open.spotify.com/track/5mFn4teAi2HMi7kRHliyFL
25,"Péssimo Negócio (Ao Vivo)",Dilsinho,196930,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
26,"Bye Bye","Mc Don Juan",191317,https://open.spotify.com/track/3NpRkAnxexTh4TklAZNjag
27,"Posto 24h (feat. Wesley Safadão) - Ao Vivo","Lucas Lucco",190657,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0
28,"Ciumeira - Ao Vivo","Marília Mendonça",187373,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN
29,"Quando a vontade bater (Participação especial de PK Delas)",Pk,183849,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
30,"Favela chegou - Ao vivo",Ludmilla,182763,https://open.spotify.com/track/2caDAj0O4uD8OlJ8bap9nz
31,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",182272,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
32,"Quem Tem o Dom","Jerry Smith",179537,https://open.spotify.com/track/2mJOngYlqgfdLMBSxPcJL3
33,"Sem Sal - Ao Vivo","Marília Mendonça",178641,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX
34,"Meu Abrigo",Melim,168330,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
35,"bad guy","Billie Eilish",168223,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
36,"7 rings","Ariana Grande",166677,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
37,"Não sou obrigada",POCAH,166058,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa
38,Terremoto,Anitta,165789,https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT
39,"Só Pra Castigar","Wesley Safadão",163455,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
40,Jenifer,"Gabriel Diniz",160049,https://open.spotify.com/track/7wMAgaPiKzTNxpDWu2BPfk
41,"Traí Sim - Ao Vivo","Maiara & Maraisa",159474,https://open.spotify.com/track/3o67Yt3Ua1qlSNV22zWUAn
42,"Cerveja, Sal E Limão - Ao Vivo","Matheus & Kauan",158357,https://open.spotify.com/track/7nJJKm0R90xM1nGlxTHTme
43,"Kill This Love",BLACKPINK,154557,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
44,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",150083,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
45,"Só Depois do Carnaval",Lexa,147193,https://open.spotify.com/track/6HtVFR6WAeJRgYtleNcEE8
46,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",146040,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
47,"Dona de mim",IZA,145816,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
48,"Coisa Boa","Gloria Groove",145019,https://open.spotify.com/track/4SBQSroThFQ98U29IwnJ2g
49,"Qualidade De Vida - Ao Vivo","Simone & Simaria",142235,https://open.spotify.com/track/0ituhG5DzBFsBdp6ECz030
50,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",138103,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
51,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",137496,https://open.spotify.com/track/0kCqaybZgYcLYxzZymmBoc
52,Provocar,Lexa,136681,https://open.spotify.com/track/28SWsF1IQxfc9bP5yua35K
53,"Deixa (feat. Ana Gabriela)",Lagum,130573,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
54,"Vai menina","PEDRO SAMPAIO",130026,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua
