,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",41995,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"Boy With Luv (feat. Halsey)",BTS,36015,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
3,"If I Can't Have You","Shawn Mendes",32395,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
4,"bad guy","Billie Eilish",30105,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"You Need To Calm Down","Taylor Swift",29686,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
6,"Kill This Love",BLACKPINK,28237,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
7,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,26204,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk
8,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",24414,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
9,"Call You Mine","The Chainsmokers",23658,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
10,怎麼了,"Eric Chou",23477,https://open.spotify.com/track/2IAumRplFr0Ns09kKgt2je
11,Sucker,"Jonas Brothers",22932,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
12,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,22822,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
13,"Never Really Over","Katy Perry",22494,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
14,"Someone You Loved","Lewis Capaldi",21826,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
15,"Speechless (Full)","Naomi Scott",21312,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
16,"Rescue Me",OneRepublic,20321,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
17,"On My Way","Alan Walker",20117,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
18,"It's You","Ali Gatie",18932,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
19,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",18930,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
20,"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]",BTS,18203,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
21,"i'm so tired...",Lauv,18159,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
22,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",17815,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",17722,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
24,"Sweet but Psycho","Ava Max",17381,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
25,Heaven,Avicii,17095,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
26,Easier,"5 Seconds of Summer",16824,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
27,"Falling Like The Stars","James Arthur",16599,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
28,"So Am I","Ava Max",16364,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
29,Sanctuary,Joji,16209,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
30,"Find U Again (feat. Camila Cabello)","Mark Ronson",15495,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX
31,"7 rings","Ariana Grande",15257,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
32,"Sad Forever",Lauv,15201,https://open.spotify.com/track/4a5zacCsHLtMC2mcxkqWwn
33,BIRTHDAY,SOMI,14972,https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt
34,"Dancing With A Stranger (with Normani)","Sam Smith",14889,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
35,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,14255,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
36,"Without Me",Halsey,13856,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
37,"Who Do You Love","The Chainsmokers",13799,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
38,"Don't Know What To Do",BLACKPINK,13790,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
39,"Here With Me",Marshmello,13732,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
40,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲",A-Lin,13688,https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ
41,FANCY,TWICE,13586,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
