,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,"Rescue Me",OneRepublic,2847,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
36,Better,Khalid,2844,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
37,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",2821,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
38,Lalala,Y2K,2807,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
39,"7 rings","Ariana Grande",2761,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
40,Wow.,"Post Malone",2756,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
41,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",2730,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
42,Youngblood,"5 Seconds of Summer",2671,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
43,"Who Do You Love","The Chainsmokers",2580,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
44,"I Like Me Better",Lauv,2560,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
45,"One Thing Right",Marshmello,2540,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
46,Shallow,"Lady Gaga",2456,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
47,"Put It All on Me (feat. Ella Mai)","Ed Sheeran",2447,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla
48,"MIDDLE CHILD","J. Cole",2439,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
49,"Without Me",Halsey,2345,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
50,"Don't Call Me Up",Mabel,2313,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
51,Easier,"5 Seconds of Summer",2290,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
52,"Higher Love",Kygo,2276,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
53,"Here With Me",Marshmello,2267,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
54,Ransom,"Lil Tecca",2267,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
55,"Fetch Your Life - Edit","Prince Kaybee",2260,https://open.spotify.com/track/2agd8zFjkoJi4CffsR4V2O
56,"Post Malone (feat. RANI)","Sam Feldt",2254,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
57,"Only Human","Jonas Brothers",2252,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
58,2002,Anne-Marie,2244,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
59,"BLOW (with Chris Stapleton & Bruno Mars)","Ed Sheeran",2187,https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d
60,"when the party's over","Billie Eilish",2168,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
61,"Old Town Road","Lil Nas X",2144,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
62,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,2139,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
63,"Sweet but Psycho","Ava Max",2136,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
64,"Feels (feat. Young Thug & J Hus)","Ed Sheeran",2113,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9
65,"Find U Again (feat. Camila Cabello)","Mark Ronson",2112,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
66,"I Think I'm OKAY (with YUNGBLUD & Travis Barker)","Machine Gun Kelly",2081,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg
67,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",2075,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
68,"I Don't Want Your Money (feat. H.E.R.)","Ed Sheeran",2068,https://open.spotify.com/track/3FHXUqaUer9o231Je1zxIN
69,"Old Town Road - Remix","Lil Nas X",2067,https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm
70,"Way To Break My Heart (feat. Skrillex)","Ed Sheeran",2065,https://open.spotify.com/track/5d1rmWWF1725tnYjq6rMDB
71,"i'm so tired...",Lauv,2048,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
72,SMA,"Nasty C",2039,https://open.spotify.com/track/4fkCcUS3Gl5cRi9zNt7oMa
73,Amantombazane,"DJ Maphorisa",2018,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex
74,"bury a friend","Billie Eilish",2009,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
75,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",2007,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
76,"lovely (with Khalid)","Billie Eilish",1991,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,Heaven,Avicii,1982,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
78,"High Hopes","Panic! At The Disco",1966,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
79,"Go Loko (feat. Tyga, Jon Z)",YG,1957,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
80,"Under The Sun (with J. Cole & Lute feat. DaBaby)",Dreamville,1946,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
81,"Mother's Daughter","Miley Cyrus",1944,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
82,"1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie)","Ed Sheeran",1938,https://open.spotify.com/track/4vIKzWqtn44umal5jXq4wE
83,"Better Now","Post Malone",1933,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
84,"Body (feat. brando)","Loud Luxury",1925,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
85,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1920,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k
86,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1910,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
87,"On A Roll","Ashley O",1858,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
88,"Let Me Down Slowly","Alec Benjamin",1848,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
89,"i love you","Billie Eilish",1837,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
90,"Hate Me (with Juice WRLD)","Ellie Goulding",1819,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
91,"Focus (feat. 21 Savage)",Bazzi,1807,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu
92,Suge,DaBaby,1798,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
93,Shesha,"De Mthuda",1792,https://open.spotify.com/track/5TFJIUlWmQfJZCWVUcBX00
94,EARFQUAKE,"Tyler, The Creator",1742,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
95,"The Git Up","Blanco Brown",1734,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
96,"This Feeling","The Chainsmokers",1730,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
97,"thank u, next","Ariana Grande",1726,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
98,Paradise,Bazzi,1711,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
99,Whipped,Tellaman,1707,https://open.spotify.com/track/5izmlzt9mbvzuZogW9TXJB
100,"Saturday Nights",Khalid,1684,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
101,"Be Alright","Dean Lewis",1671,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
102,"rockstar (feat. 21 Savage)","Post Malone",1653,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
103,"Walk Me Home",P!nk,1640,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
104,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,1592,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d
105,Gugulethu,"Prince Kaybee",1582,https://open.spotify.com/track/6K7TA9kfqjmqcgfmU4pT4u
106,"SICKO MODE","Travis Scott",1582,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
107,"Going Bad (feat. Drake)","Meek Mill",1563,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
108,"Thing For You (With Martin Solveig)","David Guetta",1539,https://open.spotify.com/track/0IhTEIjFaRt3B2NQYf9azQ
109,"break up with your girlfriend, i'm bored","Ariana Grande",1531,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
110,"Say You Won't Let Go","James Arthur",1528,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
111,"Homicide (feat. Eminem)",Logic,1508,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
112,"The Middle",Zedd,1504,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
113,"Girls Like You (feat. Cardi B)","Maroon 5",1491,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
114,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,1487,https://open.spotify.com/track/1tC5WMSlsGDFfqnrquB1ty
115,"Shape of You","Ed Sheeran",1480,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
116,Perfect,"Ed Sheeran",1476,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
117,Kokota,"KayGee DaKing",1461,https://open.spotify.com/track/5SMnO3dXZhkacPLGeATgh9
118,Thunder,"Imagine Dragons",1460,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
119,"3 Nights","Dominic Fike",1458,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
120,"Clout (feat. Cardi B)",Offset,1442,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
121,"Don't Stop Believin'",Journey,1434,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
122,"All Around The World (La La La)",R3HAB,1419,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
123,MEGATRON,"Nicki Minaj",1405,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
124,"Time - Edit",NF,1394,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB
125,"Into Ingawe","Sun-El Musician",1384,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
126,"Harder (with Bebe Rexha)","Jax Jones",1383,https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
127,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1370,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
128,"Sunset (with J. Cole feat. Young Nudy)",Dreamville,1363,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj
129,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1363,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
130,"Vula Vala","DJ Maphorisa",1355,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
131,Rise,"Jonas Blue",1351,https://open.spotify.com/track/5ZSl6gDoV6bPPxzmLeneV9
132,"wish you were gay","Billie Eilish",1344,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
133,"In My Mind",Dynoro,1343,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
134,"Too Good At Goodbyes","Sam Smith",1339,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
135,"Happy Now",Zedd,1326,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
136,"Good As Hell",Lizzo,1324,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
137,Ritual,Tiësto,1318,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
138,"What I Like About You (feat. Theresa Rex)","Jonas Blue",1312,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
139,"Party In The U.S.A.","Miley Cyrus",1298,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr
140,"Drive (feat. Delilah Montagu) - Edit","Black Coffee",1294,https://open.spotify.com/track/6X7PK2UQMUU36ux9pynSkV
141,"Treat You Better","Shawn Mendes",1281,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
142,"Best Part (feat. Daniel Caesar)",H.E.R.,1280,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
143,"Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba)",Dreamville,1278,https://open.spotify.com/track/7wTA0NKIm6T7nP2kaymU2a
144,"you should see me in a crown","Billie Eilish",1275,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
145,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",1271,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
146,"So Am I","Ava Max",1268,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
147,Happier,"Ed Sheeran",1266,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
148,"You Say","Lauren Daigle",1263,https://open.spotify.com/track/6Up545NUflOiXo8cEraH49
149,"When I Grow Up",NF,1262,https://open.spotify.com/track/0hWzB4dR1zwcokPvccww0k
150,"Lost In Japan","Shawn Mendes",1261,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
151,"In My Blood","Shawn Mendes",1255,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
152,"I Fall Apart","Post Malone",1249,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
153,"Pure Water (with Migos)",Mustard,1249,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
154,"Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy)",Dreamville,1242,https://open.spotify.com/track/4nw0S8MtvcLSpXCS9M8ciL
155,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,1236,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
156,"Let You Down",NF,1234,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
157,"I'm Yours","Jason Mraz",1230,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
158,"Mad Love",Mabel,1229,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
159,"Happy Now",Kygo,1222,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
160,Sixteen,"Ellie Goulding",1220,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
161,"Vuur Op Die Water",Elandré,1203,https://open.spotify.com/track/2bW96CDjgaLh6E3HM1Fv8r
162,Nonstop,Drake,1200,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
163,Africa,TOTO,1198,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
164,"Thinking out Loud","Ed Sheeran",1196,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
165,Trip,"Ella Mai",1193,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
166,"So Close",NOTD,1193,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
167,Photograph,"Ed Sheeran",1191,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
168,"Hey, Soul Sister",Train,1187,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv
169,"Born To Be Yours",Kygo,1186,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
170,Believer,"Imagine Dragons",1182,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
171,Starving,"Hailee Steinfeld",1178,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
172,"Beautiful (feat. Camila Cabello)",Bazzi,1174,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
173,"Psycho (feat. Ty Dolla $ign)","Post Malone",1172,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
174,"Lucid Dreams","Juice WRLD",1163,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
175,Shotgun,"George Ezra",1163,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
176,"Giant (with Rag'n'Bone Man)","Calvin Harris",1160,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
177,"Bohemian Rhapsody - 2011 Mix",Queen,1157,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
178,"Remind Me to Forget",Kygo,1154,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
179,"Baby Are You Coming?",Zero12Finest,1150,https://open.spotify.com/track/1mJLFakrexjxOg5m864cm0
180,Closer,"The Chainsmokers",1145,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
181,SAD!,XXXTENTACION,1141,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
182,"The Search",NF,1136,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
183,Nightmare,Halsey,1129,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
184,"no tears left to cry","Ariana Grande",1129,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
185,Congratulations,"Post Malone",1124,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
186,"Let Me Love You",Mario,1114,https://open.spotify.com/track/5xV0Czdqefft6sPDqjmFBu
187,"Let You Love Me","Rita Ora",1111,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
188,"Bad Liar","Imagine Dragons",1109,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
189,"Rescue Me",Marshmello,1104,https://open.spotify.com/track/35rozLoS6QLE8HX8qswM3k
190,"ocean eyes","Billie Eilish",1097,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
191,"Bones (feat. OneRepublic)",Galantis,1092,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
192,"I'll Be There","Jess Glynne",1091,https://open.spotify.com/track/4r1CoAATVuxag55Ct3Y1aX
193,"All of Me","John Legend",1091,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
194,"Ocean (feat. Khalid)","Martin Garrix",1089,https://open.spotify.com/track/2ctdq6NahGvNr8XmhE3dLE
195,"Boy With Luv (feat. Halsey)",BTS,1084,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
196,"Taste (feat. Offset)",Tyga,1082,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt
197,"There's No Way (feat. Julia Michaels)",Lauv,1078,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
198,"Easy - Remix",DaniLeigh,1076,https://open.spotify.com/track/4CMrdHWqic0usIZfTrKoI3
199,Isis,"Joyner Lucas",1076,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh
200,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",1075,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
