,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,Graveyard,Halsey,523134,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
35,"Make No Sense","YoungBoy Never Broke Again",513887,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
36,"Stuck In A Dream (feat. Gunna)","Lil Mosey",503041,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
37,Lalala,Y2K,482976,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
38,"Good Thing (with Kehlani)",Zedd,478525,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
39,"Bad Bad Bad (feat. Lil Baby)","Young Thug",467758,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
40,"Hollywood's Bleeding","Post Malone",460975,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
41,Wow.,"Post Malone",454843,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
42,"Ballin' (with Roddy Ricch)",Mustard,452941,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
43,"Did It Again","Lil Tecca",446177,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj
44,"Pop Out (feat. Lil Tjay)","Polo G",429291,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
45,"MIDDLE CHILD","J. Cole",427088,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
46,"Panini - DaBaby Remix","Lil Nas X",411984,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
47,Liar,"Camila Cabello",406800,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
48,"Talk (feat. Disclosure)",Khalid,406188,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
49,"boyfriend (with Social House)","Ariana Grande",400019,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
50,"Self Control","YoungBoy Never Broke Again",397802,https://open.spotify.com/track/4vSoyDfL0uZyUoWu5NNNsQ
51,"Hot Shower","Chance the Rapper",397200,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
52,VALENTINO,24kGoldn,396938,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh
53,INTRO,DaBaby,396919,https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v
54,"Die For Me (feat. Future & Halsey)","Post Malone",394114,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK
55,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone",391671,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2
56,"Heartless (feat. Morgan Wallen)",Diplo,391016,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
57,"Trampoline (with ZAYN)",SHAED,386767,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
58,I.F.L.Y.,Bazzi,373431,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
59,"Ransom (with Juice WRLD) - Remix","Lil Tecca",367060,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp
60,Motivation,Normani,365915,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
61,"It's You","Ali Gatie",362393,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
62,"Writing on the Wall (feat. Post Malone & Cardi B)","French Montana",361676,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI
63,"SICKO MODE","Travis Scott",361554,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
64,"I Don't Care (with Justin Bieber)","Ed Sheeran",359095,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
65,"Behind Barz - Bonus",Drake,357760,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
66,Lover,"Taylor Swift",355994,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
67,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",352260,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
68,"SLOW DANCING IN THE DARK",Joji,351588,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
69,"Lucid Dreams","Juice WRLD",349878,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
70,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",346904,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
71,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",346277,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
72,"You Need To Calm Down","Taylor Swift",344261,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
73,"when the party's over","Billie Eilish",342494,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
74,"Takeaway (feat. Lennon Stella)","The Chainsmokers",337855,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
75,"Going Bad (feat. Drake)","Meek Mill",336467,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
76,Speechless,"Dan + Shay",332617,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
77,"lovely (with Khalid)","Billie Eilish",331809,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
78,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",329734,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
79,"Murder On My Mind","YNW Melly",326924,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
80,Lonely,Diplo,326563,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya
81,"fuck, i'm lonely",Lauv,325642,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
82,Somebody,"Internet Money",325504,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
83,EARFQUAKE,"Tyler, The Creator",321343,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
84,"Sanguine Paradise","Lil Uzi Vert",316682,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
85,"Love Me","Lil Tecca",313080,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI
86,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",312976,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
87,Better,Khalid,312328,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
88,"Carter Son","YoungBoy Never Broke Again",312195,https://open.spotify.com/track/0QVvkAOstRG26pVYN95CeL
89,"Nice To Meet Ya","Niall Horan",308777,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
90,Easy,"Camila Cabello",308278,https://open.spotify.com/track/46D0hYb1B7qiU33VtXt21W
91,"Ride It",Regard,307181,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
92,Robbery,"Juice WRLD",306571,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
93,Callaita,"Bad Bunny",306194,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
94,"RAW SHIT (feat. Migos)",DaBaby,306116,https://open.spotify.com/track/1CCDIow4pPYyJYzhtTUYz2
95,"Cash Shit (feat. DaBaby)","Megan Thee Stallion",305344,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC
96,Feelings,Lauv,305169,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ
97,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",305165,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
98,"7 rings","Ariana Grande",300831,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
99,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,300181,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
100,"Come Thru (with Usher)","Summer Walker",298872,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8
101,"A Thousand Bad Times","Post Malone",298547,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2
102,"I Fall Apart","Post Malone",294757,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
103,"Old Town Road - Remix","Lil Nas X",294401,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
104,"Playing Games (with Bryson Tiller) - Extended Version","Summer Walker",293610,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
105,"Better Now","Post Malone",293383,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
106,Happier,Marshmello,292733,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
107,"Eastside (with Halsey & Khalid)","benny blanco",292267,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
108,"rockstar (feat. 21 Savage)","Post Malone",292085,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
109,"My Type",Saweetie,290638,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
110,"Beautiful Crazy","Luke Combs",289871,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
111,Sucker,"Jonas Brothers",288879,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
112,goosebumps,"Travis Scott",286732,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
113,"LA CANCIÓN","J Balvin",284817,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
114,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,284806,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
115,"Envy Me",Calboy,284624,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
116,"Pure Water (with Migos)",Mustard,283961,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
117,"Cry for Me","Camila Cabello",282816,https://open.spotify.com/track/40nPimvmG05WYS7983bawZ
118,"Higher Love",Kygo,278311,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
119,"Brothers (feat. Lil Durk) - Remix","Lil Tjay",276603,https://open.spotify.com/track/2wUwC1gBJIC05JH87v2hgN
120,"If I Can't Have You","Shawn Mendes",273967,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
121,"One Thing Right",Marshmello,270999,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
122,Juicy,"Doja Cat",270818,https://open.spotify.com/track/4cTm3Ev9bUvy4ChJjB1nhl
123,"Big Stepper","Roddy Ricch",269612,https://open.spotify.com/track/5MVdzbNmCVf9cWbkqFakkr
124,"Whiskey Glasses","Morgan Wallen",269311,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
125,"Baby Birkin",Gunna,269047,https://open.spotify.com/track/0BOmhToQ03yOdpzYKMEnAg
126,"Without Me",Halsey,268428,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
127,Bruises,"Lewis Capaldi",267148,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
128,Teeth,"5 Seconds of Summer",266880,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
129,Tequila,"Dan + Shay",262832,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
130,SAD!,XXXTENTACION,260952,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
131,"Playing Games","Summer Walker",260611,https://open.spotify.com/track/4hWgC5BV5M7EtTleKVXNxw
132,China,"Anuel AA",260581,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
133,"I'm Gonna Be","Post Malone",252551,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m
134,Allergic,"Post Malone",249299,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba
135,Paradise,Bazzi,248955,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
136,"Goin Baby",DaBaby,248366,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
137,"Girls Need Love (with Drake) - Remix","Summer Walker",247995,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
138,"Jocelyn Flores",XXXTENTACION,246692,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
139,"All To Myself","Dan + Shay",245578,https://open.spotify.com/track/08tq1XcHwVt5PHXUo87i0D
140,"Staring At The Sun (feat. SZA)","Post Malone",244087,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe
141,"The Less I Know The Better","Tame Impala",243403,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
142,Kinfolks,"Sam Hunt",243039,https://open.spotify.com/track/53F1MVa1BWUkTBbVqgVAfN
143,"On Chill (feat. Jeremih)",Wale,241418,https://open.spotify.com/track/5z51HY4ei5QhTjcvwq5Msw
144,"Look Back at It","A Boogie Wit da Hoodie",241162,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
145,"All Girls Are The Same","Juice WRLD",239517,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
146,"No Me Conoce - Remix","Jhay Cortez",239419,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
147,"thank u, next","Ariana Grande",239042,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
148,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",237611,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
149,Juice,Lizzo,236573,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
150,"Saturday Nights",Khalid,235683,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
151,"bury a friend","Billie Eilish",234551,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
152,"Beer Never Broke My Heart","Luke Combs",234294,https://open.spotify.com/track/7nfmK6oHPDlAd68A11d7AN
153,"Best Part (feat. Daniel Caesar)",H.E.R.,234015,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
154,"I Like Me Better",Lauv,233807,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
155,"Baby Sitter (feat. Offset)",DaBaby,233285,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
156,"a lot","21 Savage",232921,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
157,Noticed,"Lil Mosey",232586,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj
158,"Hold On","Lil Tjay",231979,https://open.spotify.com/track/5qDsijQM75KTdv3RtSPx91
159,"Hot Now","YoungBoy Never Broke Again",231781,https://open.spotify.com/track/3eeyKNIBrt5TH4y0y3QkOu
160,"Dancing With A Stranger (with Normani)","Sam Smith",231362,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
161,"i love you","Billie Eilish",231297,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
162,"Yes Indeed","Lil Baby",231297,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
163,"Be Alright","Dean Lewis",229709,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
164,"all the good girls go to hell","Billie Eilish",228309,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
165,"Lonely Child","YoungBoy Never Broke Again",227642,https://open.spotify.com/track/6xqZi5JTTk6XIMLvy7w5JJ
166,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,227622,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d
167,Moonlight,XXXTENTACION,227379,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
168,Shots,"Lil Tecca",225805,https://open.spotify.com/track/6eSU1exzDvBEXmBRxspeh5
169,"XO Tour Llif3","Lil Uzi Vert",224858,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
170,"Go Loko (feat. Tyga, Jon Z)",YG,224219,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
171,I,"Lil Skies",223367,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
172,Youngblood,"5 Seconds of Summer",222981,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
173,Shallow,"Lady Gaga",222204,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
174,"Post Malone (feat. RANI)","Sam Feldt",221662,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
175,"Tap (feat. Meek Mill)",NAV,221429,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
176,"Say You Won't Let Go","James Arthur",220728,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
177,Congratulations,"Post Malone",220392,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
178,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,220158,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
179,"Only Human","Jonas Brothers",220042,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
180,"Faucet Failure","Ski Mask The Slump God",219865,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
181,"Act Up","City Girls",219325,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h
182,"High Hopes","Panic! At The Disco",219217,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
183,"Call You Mine","The Chainsmokers",216435,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT
184,"What Am I","Why Don't We",216141,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G
185,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",215536,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
186,"One Man Band","Old Dominion",214429,https://open.spotify.com/track/3ksmU0DaEUMEVzx5V6cc3z
187,"wish you were gay","Billie Eilish",214348,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
188,Myself,"Post Malone",214026,https://open.spotify.com/track/2cvOfKHOHgwQlLiuLKP2xR
189,"ocean eyes","Billie Eilish",213086,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
190,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",212384,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
191,"I Forgot That You Existed","Taylor Swift",211849,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
192,"Psycho (feat. Ty Dolla $ign)","Post Malone",210959,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
193,"Under The Sun (with J. Cole & Lute feat. DaBaby)",Dreamville,210637,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
194,"BUTTERFLY EFFECT","Travis Scott",209557,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
195,Location,Khalid,209252,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
196,"Slime Mentality","YoungBoy Never Broke Again",209013,https://open.spotify.com/track/2m9axSosHP92250FvnnobM
197,"STUPID (feat. Yung Baby Tate)",Ashnikko,208076,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW
198,"In Control","YoungBoy Never Broke Again",207722,https://open.spotify.com/track/5IdAcHb4cwtexqMlOojWhR
199,"Soltera - Remix",Lunay,207633,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
200,"Ric Flair Drip (& Metro Boomin)",Offset,207463,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
