,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",2277582,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
2,"bad guy","Billie Eilish",1900285,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road","Lil Nas X",1486247,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
4,"Boy With Luv (feat. Halsey)",BTS,1164630,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
5,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1108443,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
6,"MIDDLE CHILD","J. Cole",1040487,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
7,"Sanguine Paradise","Lil Uzi Vert",1016453,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
8,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",992632,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
9,"Talk (feat. Disclosure)",Khalid,984566,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
10,Wow.,"Post Malone",909323,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11,"bury a friend","Billie Eilish",899666,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
12,"wish you were gay","Billie Eilish",885239,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
13,"7 rings","Ariana Grande",862854,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
14,SOS,Avicii,839803,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
15,"Going Bad (feat. Drake)","Meek Mill",837032,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
16,"Murder On My Mind","YNW Melly",817452,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
17,Sucker,"Jonas Brothers",814610,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
18,"when the party's over","Billie Eilish",804678,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
19,Better,Khalid,715043,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
20,"Pure Water (with Migos)",Mustard,706010,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
21,Robbery,"Juice WRLD",692404,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
22,"Mixed Personalities (feat. Kanye West)","YNW Melly",677811,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
23,"Outta My Head (with John Mayer)",Khalid,632186,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
24,xanny,"Billie Eilish",619387,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
25,"you should see me in a crown","Billie Eilish",617262,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
26,"my strange addiction","Billie Eilish",609165,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
27,"all the good girls go to hell","Billie Eilish",603868,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
28,"a lot","21 Savage",600033,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
29,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",597245,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
30,"break up with your girlfriend, i'm bored","Ariana Grande",570137,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
31,lovely,"Billie Eilish",570110,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
32,"My Bad",Khalid,568468,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
33,"Racks in the Middle (feat. Roddy Ricch and Hit-Boy)","Nipsey Hussle",559159,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
34,"Faucet Failure","Ski Mask The Slump God",558079,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
35,"Envy Me",Calboy,547305,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
36,"Look Back at It","A Boogie Wit da Hoodie",540788,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
37,"Saturday Nights",Khalid,539258,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
38,"thank u, next","Ariana Grande",527079,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
39,Happier,Marshmello,524412,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
40,"Without Me",Halsey,514923,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
41,"Kill This Love",BLACKPINK,509269,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
42,"SICKO MODE","Travis Scott",507975,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
43,"MONOPOLY (with Victoria Monét)","Ariana Grande",506772,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
44,"Here With Me",Marshmello,495842,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
45,"Lucid Dreams","Juice WRLD",490462,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
46,"Dancing With A Stranger (with Normani)","Sam Smith",489711,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
47,"CHopstix (with Travis Scott)","ScHoolboy Q",487243,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g
48,"Eastside (with Halsey & Khalid)","benny blanco",476700,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
49,Thotiana,Blueface,475286,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
50,"Let Me Down Slowly","Alec Benjamin",471572,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
51,HOME,BTS,466218,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
52,Paradise,Bazzi,461876,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
53,Mikrokosmos,BTS,451266,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
54,"Make It Right",BTS,445487,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
55,"i love you","Billie Eilish",444078,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
56,"Better Now","Post Malone",440721,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
57,"That's a Rack","Lil Uzi Vert",437318,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
58,Shallow,"Lady Gaga",426112,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
59,ilomilo,"Billie Eilish",424843,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD
60,I,"Lil Skies",423026,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
61,"Mo Bamba","Sheck Wes",420662,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
62,"Don't Call Me Up",Mabel,413843,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
63,"listen before i go","Billie Eilish",411772,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE
64,SAD!,XXXTENTACION,402363,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
65,"i'm so tired...",Lauv,399720,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
66,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",394258,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
67,"Pop Out (feat. Lil Tjay)","Polo G",384684,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
68,Dionysus,BTS,383790,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
69,"Please Me","Cardi B",383478,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
70,"Jamais Vu",BTS,382246,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
71,Splashin,"Rich The Kid",370115,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO
72,"Wake Up in the Sky","Gucci Mane",369354,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
73,8,"Billie Eilish",366714,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r
74,"High Hopes","Panic! At The Disco",365218,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
75,idontwannabeyouanymore,"Billie Eilish",359559,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
76,Moonlight,XXXTENTACION,359448,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
77,"Leave Me Alone","Flipp Dinero",357488,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
78,"rockstar (feat. 21 Savage)","Post Malone",355212,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
79,"The Bones","Maren Morris",354823,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
80,"Sweet but Psycho","Ava Max",353000,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
81,"Armed And Dangerous","Juice WRLD",346168,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
82,"Beautiful Crazy","Luke Combs",341983,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
83,Cool,"Jonas Brothers",341361,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS
84,"Space Cadet (feat. Gunna)","Metro Boomin",335429,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
85,"Don't Pretend (feat. SAFE)",Khalid,335424,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV
86,"Hear Me Calling","Juice WRLD",334559,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk
87,"Be Alright","Dean Lewis",334438,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
88,Sixteen,"Ellie Goulding",331027,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
89,"Intro : Persona",BTS,327649,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
90,"ocean eyes","Billie Eilish",326481,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
91,Suge,DaBaby,326027,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
92,"Jocelyn Flores",XXXTENTACION,325563,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
93,"I Fall Apart","Post Malone",322613,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
94,"SLOW DANCING IN THE DARK",Joji,319886,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
95,"Pure Cocaine","Lil Baby",318167,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
96,"Wow. - Remix","Post Malone",311853,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk
97,"Psycho (feat. Ty Dolla $ign)","Post Malone",309579,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
98,Freaky,"Tory Lanez",309075,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
99,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,307779,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
100,"Who Do You Love","The Chainsmokers",306788,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs
101,"Taste (feat. Offset)",Tyga,305747,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
102,Money,"Cardi B",303840,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
103,"MIA (feat. Drake)","Bad Bunny",302922,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
104,"Shotta Flow","NLE Choppa",302188,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
105,"Yes Indeed","Lil Baby",300416,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
106,Nonstop,Drake,300331,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
107,"Act Up","City Girls",300003,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h
108,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",299190,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
109,"Red Room",Offset,299186,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
110,"Con Calma","Daddy Yankee",296316,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
111,bellyache,"Billie Eilish",294847,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
112,Youngblood,"5 Seconds of Summer",293614,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
113,"Bohemian Rhapsody - 2011 Mix",Queen,292593,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
114,"On My Way","Alan Walker",288540,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
115,"I Like It","Cardi B",286883,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
116,"Make Believe","Juice WRLD",286468,https://open.spotify.com/track/6eiztdXRkooWsBt2xToMWI
117,"Calling My Spirit","Kodak Black",286039,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
118,"Worth It","YK Osiris",285351,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
119,Fast,"Juice WRLD",284366,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
120,"All Girls Are The Same","Juice WRLD",283671,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
121,Noticed,"Lil Mosey",283104,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
122,"Ric Flair Drip (& Metro Boomin)",Offset,282066,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
123,"Price On My Head (feat. The Weeknd)",NAV,282028,https://open.spotify.com/track/4hqOmrCCJKyiuwDexd8c2t
124,Tequila,"Dan + Shay",280667,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
125,"I Like Me Better",Lauv,278301,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
126,"Right Back",Khalid,277974,https://open.spotify.com/track/5A1w94uzc1kO1Zhe8WWxC3
127,"XO Tour Llif3","Lil Uzi Vert",277044,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
128,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,276387,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
129,Speechless,"Dan + Shay",274589,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
130,"Project Dreams",Marshmello,274506,https://open.spotify.com/track/6GSkLS2y4ZnnZsuRAj975K
131,"Bad Luck",Khalid,273912,https://open.spotify.com/track/2vsuel3g4zaLYSOY0mOMbi
132,"Young Dumb & Broke",Khalid,273282,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
133,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",273160,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
134,goodbye,"Billie Eilish",271884,https://open.spotify.com/track/3LgWsmilsrWXiPYQFRD0T7
135,Location,Khalid,271164,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
136,"Legacy (feat. Travis Scott & 21 Savage)",Offset,267395,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99
137,NASA,"Ariana Grande",267179,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
138,Congratulations,"Post Malone",266033,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
139,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",264347,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
140,"3 Nights","Dominic Fike",260325,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
141,Undrunk,FLETCHER,259263,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
142,"God's Plan",Drake,258159,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
143,"This Feeling","The Chainsmokers",254665,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
144,"Baila Baila Baila",Ozuna,254580,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
145,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",252954,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
146,needy,"Ariana Grande",252848,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
147,Mine,Bazzi,248767,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
148,"Grinding All My Life","Nipsey Hussle",246437,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
149,changes,XXXTENTACION,244153,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
150,HP,Maluma,243742,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
151,"Look Alive (feat. Drake)","BlocBoy JB",242334,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
152,HUMBLE.,"Kendrick Lamar",241767,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
153,Empty,"Juice WRLD",241709,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v
154,"Best Part (feat. Daniel Caesar)",H.E.R.,241709,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
155,"Beautiful (feat. Camila Cabello)",Bazzi,241472,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
156,"Girls Like You (feat. Cardi B)","Maroon 5",241366,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
157,Hundred,Khalid,241322,https://open.spotify.com/track/0HEckRWFSknIupbGzavk5d
158,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",241286,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
159,Insomnia,Daya,236550,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
160,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",236100,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
161,"Free Spirit",Khalid,235291,https://open.spotify.com/track/2kAIpGWnlFLQh48iut6Zzq
162,"No Role Modelz","J. Cole",235126,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
163,goosebumps,"Travis Scott",234737,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
164,"Don't Stop Me Now - 2011 Mix",Queen,229376,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
165,"Keanu Reeves",Logic,227562,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
166,"no tears left to cry","Ariana Grande",226868,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
167,"The Middle",Zedd,226754,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
168,"Love Lies (with Normani)",Khalid,226362,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
169,"Lean Wit Me","Juice WRLD",224027,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
170,YOSEMITE,"Travis Scott",221914,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
171,"Die Young","Roddy Ricch",221329,https://open.spotify.com/track/3wLtYwtqvKK2ewelSVPeDK
172,Self,Khalid,220141,https://open.spotify.com/track/1WqLtczgKdbHFHhefOU0y7
173,imagine,"Ariana Grande",219718,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
174,"Twenty One",Khalid,218224,https://open.spotify.com/track/1NgCWYuBLfqBDA3b8MgSVU
175,"Nice For What",Drake,218217,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
176,"Whiskey Glasses","Morgan Wallen",215977,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
177,Intro,Khalid,215932,https://open.spotify.com/track/5BfMJ6iytQnu1r7iiCYSXe
178,"Candy Paint","Post Malone",215883,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
179,"Fine China",Future,214819,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
180,Paradise,Khalid,213335,https://open.spotify.com/track/6fOOKqQWcSy33ApU1wqkkW
181,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",210886,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
182,"my boy","Billie Eilish",209433,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn
183,"Con Altura",ROSALÍA,209134,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
184,Secreto,"Anuel AA",208591,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
185,"I Don't Belong In This Club","Why Don't We",208243,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
186,Borderline,"Tame Impala",207807,https://open.spotify.com/track/3O8X1DE9btbzy4UH9cSX9a
187,"Last Time That I Checc'd (feat. YG)","Nipsey Hussle",207416,https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p
188,"I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)","Lil Peep",207145,https://open.spotify.com/track/2v5JTeM6hSmi5wWy7jiwrI
189,"Walk Me Home",P!nk,206686,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
190,"In My Feelings",Drake,206598,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
191,"Make It Better (feat. Smokey Robinson)","Anderson .Paak",205081,https://open.spotify.com/track/4SBVWkRIMJ6WBCYPvr5Bwr
192,"Everybody Dies In Their Nightmares",XXXTENTACION,205072,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
193,"Lost In Japan","Shawn Mendes",203933,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
194,"Say You Won't Let Go","James Arthur",203659,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
195,"Falling Down - Bonus Track","Lil Peep",202960,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
196,Believer,"Imagine Dragons",202630,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
