,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Karaoke,Boomdabash,474428,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
2,Mediterranea,Irama,458957,https://open.spotify.com/track/47xPl1gvgdx4Z9dNUuloPg
3,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,448815,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
4,"A Un Passo Dalla Luna","Rocco Hunt",411911,https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK
5,"Non mi basta più (feat. Chiara Ferragni)","Baby K",362819,https://open.spotify.com/track/5ZUeBvBEH8hpdLMW3yCmHb
6,"Sono un bravo ragazzo un po' fuori di testa",Random,312393,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
7,Superclassico,Ernia,292376,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
8,"Breaking Me",Topic,290570,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
9,"Bimbi Per Strada (Children)",Fedez,288529,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
10,"Savage Love (Laxed - Siren Beat)","Jawsh 685",281702,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
11,MAMACITA,"Black Eyed Peas",274730,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
12,Spigoli,"Carl Brave",273736,https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi
13,"Good Times",Ghali,269202,https://open.spotify.com/track/5165XjbVxwq9dQDxNk7hmf
14,"Paloma (feat. Anitta)","Fred De Palma",250381,https://open.spotify.com/track/0HFkCSXRTUHCYJ148PdD0v
15,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,245498,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
16,Autostop,Shade,238047,https://open.spotify.com/track/5ZgeeXOHGYUn0K3kuICyw9
17,Guaranà,Elodie,235089,https://open.spotify.com/track/1KXpcoggYmNTPCRXIz2m9Z
18,"Il bacio di Klimt","Emanuele Aloia",215547,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
19,"TesTa TrA Le NuVoLE, pT. 2",Alfa,210395,https://open.spotify.com/track/04UtYEP1Jc0GRxbvH1B6Nk
20,"Chico (feat. Rose Villain & Luchè)","Guè Pequeno",206703,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
21,"Ciclone (feat. Elodie, Mariah, Gipsy Kings, Nicolás Reyes, Tonino Baliardo)","Takagi & Ketra",201043,https://open.spotify.com/track/2YGqtxaGdML9aM5jCwgRw9
22,"Nena (feat. Geolier & Andry The Hitmaker)","Boro Boro",192114,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
23,"ELEGANTE (feat. Sfera Ebbasta)",DrefGold,183277,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
24,"Dorado (feat. Sfera Ebbasta & Feid)",Mahmood,176828,https://open.spotify.com/track/1kI7mZAziaRfBeAOraRW1i
25,"Como Llora",Juanfran,169928,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui
26,Capo,Geolier,164171,https://open.spotify.com/track/7A9lnmpkWR2tPkcPWGbMqo
27,"TKN (feat. Travis Scott)",ROSALÍA,155299,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
28,"Una voglia assurda",J-AX,149135,https://open.spotify.com/track/0jaYrOJVG8KcDh9qrU2TU8
29,"Roses - Imanbek Remix","SAINt JHN",148366,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
30,Chega,Gaia,147812,https://open.spotify.com/track/76w5oLSdgYvA0Bt4dTUe0Z
31,"Watermelon Sugar","Harry Styles",139741,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
32,"death bed (coffee for your head)",Powfu,137702,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
33,"Immortale (feat. Sfera Ebbasta)","Guè Pequeno",135022,https://open.spotify.com/track/2bF1qPRPlrODKWFMGtQXq1
34,Ridere,"Pinguini Tattici Nucleari",130799,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
