,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Liberdade Provisória","Henrique & Juliano",772877,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
2,"Combatchy (feat. MC Rebecca)",Anitta,655704,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
3,SENTADÃO,"PEDRO SAMPAIO",623368,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
4,"Surtada - Remix Brega Funk","Dadá Boladão",601756,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
5,"Supera - Ao Vivo","Marília Mendonça",575175,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
6,"Cheirosa - Ao Vivo","Jorge & Mateus",561565,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
7,"Some que ele vem atrás",Anitta,498006,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
8,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",471091,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
9,"Gaiola É o Troco","MC Du Black",457196,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
10,"Hit Contagiante","Felipe Original",439800,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
11,Verdinha,Ludmilla,430116,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ
12,"3 Batidas - Ao Vivo","Guilherme & Benuto",422372,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
13,"Tijolão - Ao Vivo","Jorge & Mateus",421607,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
14,"Chama Ela (feat. Pedro Sampaio)",Lexa,410034,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
15,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",381107,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
16,"Lençol Dobrado","João Gustavo e Murilo",374487,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
17,"Contatinho - Ao Vivo","Leo Santana",368874,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
18,"Ferida Curada","Zé Neto & Cristiano",367086,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
19,"To Voando Alto","Mc Poze do Rodo",351117,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
20,"Sentou e Gostou","MC JottaPê",350377,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
21,"Tiro Certo - Ao Vivo","Zé Felipe",347461,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
22,"S de Saudade","Luíza & Maurílio",345445,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
23,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",334267,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
24,"Quando a vontade bater (Participação especial de PK Delas)",Pk,333746,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
25,"Serenata - Ao Vivo","Marília Mendonça",328927,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
26,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,326239,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
27,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",315316,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO
28,"Bebi Liguei - Ao Vivo","Marília Mendonça",314440,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
29,Girassol,"Priscilla Alcantara",312268,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
30,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",311698,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
31,"quando a bad bater - ao vivo","Luan Santana",311677,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
32,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",307133,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
33,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",306735,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
34,"Carreira Solo - Ao Vivo","Gusttavo Lima",303809,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
35,"menina solta","Giulia Be",303621,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
36,"Ela Vem","MC G15",298880,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
37,"Se Prepara 2","Mc Livinho",294994,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL
38,"choque térmico - ao vivo","Luan Santana",281331,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530
39,"Dance Monkey","Tones And I",277777,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
40,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",274597,https://open.spotify.com/track/2BU6XXSG8SqiptRuj6EiLA
41,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",273831,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
42,"Kenny G",Matuê,270866,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
43,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",261611,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
44,"Amor de Que","Pabllo Vittar",259223,https://open.spotify.com/track/7yYsyXQa2JgbyL9fkEiUNt
45,"Espaçosa Demais - Ao Vivo","Felipe Araújo",253315,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
46,"Algo Mais (Amante) - Ao Vivo","Xand Avião",248577,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
47,"Fake News - Ao Vivo","Gustavo Mioto",243326,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
48,"Vidrado Em Você","Dj Guuga",238042,https://open.spotify.com/track/2kOmW169C7UV4SZDN9u0YO
49,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",226079,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
50,Pupila,ANAVITÓRIA,224941,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
51,Complicado,Vitão,224768,https://open.spotify.com/track/52vPpP2gEYaBROIS77J38P
52,"Resenha lá em casa","MC Kevin o Chris",214472,https://open.spotify.com/track/3NnW2EqJxvHYrRy3upaznl
