,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,1722628,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blueberry Faygo","Lil Mosey",1397929,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
3,"Blinding Lights","The Weeknd",1342661,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"The Box","Roddy Ricch",1328068,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Roses - Imanbek Remix","SAINt JHN",944222,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,"WHATS POPPIN","Jack Harlow",914214,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
7,"Say So","Doja Cat",860415,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
8,"Don't Start Now","Dua Lipa",856732,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
9,Savage,"Megan Thee Stallion",811598,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
10,"death bed (coffee for your head)",Powfu,793661,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,"Intentions (feat. Quavo)","Justin Bieber",710919,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
12,"Life Is Good (feat. Drake)",Future,703522,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
13,"Sunday Best",Surfaces,694654,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
14,Circles,"Post Malone",690900,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
15,"High Fashion (feat. Mustard)","Roddy Ricch",683980,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
16,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",681743,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
17,Falling,"Trevor Daniel",645862,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
18,ROXANNE,"Arizona Zervas",636280,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
19,"FIND MY WAY",DaBaby,615674,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
20,"Turks (feat. Travis Scott)",NAV,614730,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
