,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Na Raba Toma Tapão",Niack,546044,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
2,Flores,Vitão,439521,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
3,"Saudade Sua","Gusttavo Lima",363870,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
4,"Litrão - Ao Vivo","Matheus & Kauan",359889,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
5,BRABA,"Luísa Sonza",345854,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
6,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",339208,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
7,"Tudo Aconteceu","MC Du Black",338352,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
8,"Volta por Baixo - Ao Vivo","Henrique & Juliano",335667,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
9,"Graveto - Ao Vivo","Marília Mendonça",319210,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
10,Ranking,"Jorge & Mateus",316347,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
11,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",315106,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
12,"Te Prometo","Dennis DJ",306236,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
13,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",304332,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
14,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",283991,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
15,"S de Saudade","Luíza & Maurílio",281854,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
16,"Don't Start Now","Dua Lipa",279278,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
17,"água com açúcar - ao vivo","Luan Santana",278649,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
18,"Roses - Imanbek Remix","SAINt JHN",265296,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
19,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",250341,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
20,"Despedida - Ao Vivo","Wesley Safadão",241884,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
21,"death bed (coffee for your head)",Powfu,240500,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
22,"Libera Ela - Ao Vivo","Maiara & Maraisa",237154,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
23,"Mentira - Ao Vivo","Felipe Araújo",236423,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm
24,"Blinding Lights","The Weeknd",234556,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
25,"Rain On Me (with Ariana Grande)","Lady Gaga",230396,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
26,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",212989,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
27,"Cheirosa - Ao Vivo","Jorge & Mateus",204464,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
28,"Briga Feia - Ao Vivo","Henrique & Juliano",201358,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
29,"3 Batidas - Ao Vivo","Guilherme & Benuto",199865,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
30,"Toosie Slide",Drake,199106,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
31,"boa memória - ao vivo","Luan Santana",197501,https://open.spotify.com/track/79BHjj4YkvbpOlMvG6wf3n
32,"Dance Monkey","Tones And I",197212,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
33,"Não Vai Embora",Dilsinho,195547,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
34,"Supera - Ao Vivo","Marília Mendonça",194903,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
35,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",193549,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
36,"menina solta","Giulia Be",192907,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
37,"Vira Homem","Marília Mendonça",192795,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ
38,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",190061,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf
39,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",187835,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil
40,"Amor de Fim de Noite",Orochi,186169,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
41,SENTADÃO,"PEDRO SAMPAIO",186126,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
42,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",181048,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
43,ASAS,"Luan Santana",179449,https://open.spotify.com/track/0j1tGcJJfq1nIs4i5GoHXv
44,"Break My Heart","Dua Lipa",171204,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
45,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",171200,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
46,"Então Toma - Ao Vivo","Matheus & Kauan",170031,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
47,"Viva Voz - Ao Vivo","Lauana Prado",168668,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
48,"Vai Ter Que Aguentar","Mc Don Juan",168374,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
49,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",164819,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
50,"Vem Me Satisfazer","MC Ingryd",164225,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
51,"Pipa Voada (feat. Emicida)",Rashid,158134,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
52,"Tijolão - Ao Vivo","Jorge & Mateus",146903,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
53,"Watermelon Sugar","Harry Styles",138307,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
54,"Não Valeu","Wesley Safadão",133399,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
55,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",132555,https://open.spotify.com/track/3AEw2EfF9Ng84Y3WDxV8Cn
56,"The Box","Roddy Ricch",126590,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
57,"Someone You Loved","Lewis Capaldi",126276,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
58,"Eterna Sacanagem","MC JottaPê",125012,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
59,"Serenata - Ao Vivo","Marília Mendonça",124105,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
60,"Textão - Ao Vivo","Zé Neto & Cristiano",120343,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
61,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",120003,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
62,"Sour Candy (with BLACKPINK)","Lady Gaga",119625,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
63,"(não) era amor","Giulia Be",118794,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
64,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,118459,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
65,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo)","Grupo Menos É Mais",117596,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
66,"Desejando Eu (Ao Vivo)","Murilo Huff",116460,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
67,"ily (i love you baby) (feat. Emilee)","Surf Mesa",115697,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
68,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",115037,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
69,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",111871,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
70,"Mlks de Sp","Recayd Mob",111002,https://open.spotify.com/track/2cWCwWJTozhsGxmvrJJaXn
71,"Poesia Acústica - Paris","Pineapple StormTv",109940,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
72,"THE SCOTTS","THE SCOTTS",108474,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
73,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",108246,https://open.spotify.com/track/7ArNH109yIfwIquJ535fsi
74,"Stuck with U (with Justin Bieber)","Ariana Grande",107891,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
75,Pupila,ANAVITÓRIA,107721,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
76,Girassol,"Priscilla Alcantara",107583,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
77,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",106731,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
78,"On & On",Alok,106616,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
79,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",106554,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
80,goosebumps,"Travis Scott",105056,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
81,Falling,"Trevor Daniel",104993,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
82,"Lose Control",MEDUZA,104606,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
83,Tentativas,"Marília Mendonça",103401,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
84,"Tudo Ok","Thiaguinho MT",103141,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
85,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",102962,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
86,"Tá Rocheda","Os Barões Da Pisadinha",102827,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
87,Señorita,"Shawn Mendes",102425,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
88,"Para, Pensa e Volta (feat. Marília Mendonça) - Ao Vivo","Yasmin Santos",101876,https://open.spotify.com/track/2rRA0VNb8RcaUMAmgWFoCL
89,"Amor de Que","Pabllo Vittar",101174,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP
90,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",101148,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
91,"Kenny G",Matuê,101119,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
92,"Previsão De Sofrimento - Ao Vivo","Diego & Ray",101071,https://open.spotify.com/track/29q6ong0J1OWKjoD1OfBhJ
93,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",100389,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
94,"Dois Lados","Wesley Safadão",99799,https://open.spotify.com/track/3vSXPjfcebTt5mB8DXHWM6
95,"O Amor Que Tu Perdeu",Mila,99202,https://open.spotify.com/track/3VQF7gLCASQQ3lQkOnFBhz
96,"Meu Abrigo",Melim,98771,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
97,"Hear Me Tonight",Alok,98686,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
98,"Party Girl",StaySolidRocky,97379,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
99,"Sogra - Ao Vivo",Dilsinho,97292,https://open.spotify.com/track/4x8XaoLvpo6kd51PZD16RK
100,"Lençol Dobrado","João Gustavo e Murilo",95687,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
101,Gelo,Melim,95277,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
102,"Gaiola É o Troco","MC Du Black",93967,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
103,"Nem Doeu - Ao Vivo","Matheus & Kauan",93909,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
104,Memories,"Maroon 5",92803,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
105,Complicado,Vitão,92751,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
106,Circles,"Post Malone",92699,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
107,"Dois Enganados","Murilo Huff",92246,https://open.spotify.com/track/7McCAKExE8KsI2q4Y8wx4U
108,"Deixa (feat. Ana Gabriela)",Lagum,91843,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
109,"Tiro Certo - Ao Vivo","Zé Felipe",91420,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
110,"Mil Anos - Recorded At Mosh Studios, São Paulo","Jorge & Mateus",90021,https://open.spotify.com/track/4UUtssVRs2aQTLQCAAtZg1
111,Tusa,"KAROL G",89540,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
112,"Vai Luan, Rainha dos Faixa Preta","Mc Brunyn",89446,https://open.spotify.com/track/2epD7jzjNfrQYxdSaODCvF
113,"Carreira Solo - Ao Vivo","Gusttavo Lima",89168,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
114,"Combatchy (feat. MC Rebecca)",Anitta,88932,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
115,Amoreco,"Simone & Simaria",88708,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
116,Supalonely,BENEE,88550,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
117,"Adore You","Harry Styles",87889,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
118,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",87835,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
119,"Ouvi Dizer",Melim,87611,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
120,"Muito Cedo","Turma do Pagode",87231,https://open.spotify.com/track/7N0Py2msno86enR6JPNlpV
121,"Tudo de bom",Pk,87220,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
122,"Meu talismã",IZA,87037,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
123,"Sei Lá",Projota,86975,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
124,"Ferida Curada","Zé Neto & Cristiano",86725,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
125,Paredão,"MC Kevinho",86426,https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj
126,"Deixa pra Amanhã - Ao Vivo",Dilsinho,85622,https://open.spotify.com/track/6hqJJY6rwAUS2zl9FsCQQH
127,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,85186,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
128,"SICKO MODE","Travis Scott",84666,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
129,"Pode Sumir","Luíza & Maurílio",84544,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
130,"Intentions (feat. Quavo)","Justin Bieber",84217,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
131,"Pode Jogar","MC Kevin o Chris",84143,https://open.spotify.com/track/6YClJMtJDyyJ2iaUf5npyC
132,"Algo Mais (Amante) - Ao Vivo","Xand Avião",83325,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
133,"Chama Ela (feat. Pedro Sampaio)",Lexa,83023,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
134,"HIGHEST IN THE ROOM","Travis Scott",82462,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
135,"50 Tons","MC Du Black",82281,https://open.spotify.com/track/330oIFOtslgdc4TBVApQuY
136,"A Casa É Sua","Casa Worship",82011,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
137,"Sunday Best",Surfaces,81901,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
138,"Rave de Favela (feat. BEAM)","Major Lazer",81709,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
139,"Tão Linda","Atitude 67",81639,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
140,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",81257,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
141,"Intenção - Ao Vivo","Marília Mendonça",80967,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG
142,"Say So","Doja Cat",80606,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
143,"Piece Of Your Heart - Alok Remix",MEDUZA,80255,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
144,"áudio de desculpas","Manu Gavassi",80254,https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks
145,Believer,"Imagine Dragons",79085,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
146,"Vergonha pra Midia","Salvador Da Rima",78514,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J
147,"Poesia Acústica #8: Amor e Samba","Pineapple StormTv",77973,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ
148,"Boss Bitch","Doja Cat",77965,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
149,Perdição,L7NNON,77665,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
150,"Some que ele vem atrás",Anitta,76787,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
151,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",76371,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
152,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",75935,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
153,"Hit Contagiante","Felipe Original",75692,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
154,"I Don't Care (with Justin Bieber)","Ed Sheeran",75512,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
