,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Boy With Luv (feat. Halsey)",BTS,113355,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
2,"Kill This Love",BLACKPINK,98027,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
3,"bad guy","Billie Eilish",47214,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,怎麼了,"Eric Chou",44653,https://open.spotify.com/track/2IAumRplFr0Ns09kKgt2je
5,"Don't Know What To Do",BLACKPINK,42674,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
6,Sucker,"Jonas Brothers",41427,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
7,Mikrokosmos,BTS,38410,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
8,"On My Way","Alan Walker",37773,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
9,"Make It Right",BTS,36208,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
10,HOME,BTS,33479,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
11,"7 rings","Ariana Grande",31932,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
12,"Jamais Vu",BTS,31194,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
13,"i'm so tired...",Lauv,31097,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
14,"Dancing With A Stranger (with Normani)","Sam Smith",29320,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
15,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,28948,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
16,"So Am I","Ava Max",28728,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
17,Dionysus,BTS,28089,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
18,"Here With Me",Marshmello,27759,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
19,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",27519,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
20,"Talk (feat. Disclosure)",Khalid,27516,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
21,"Sweet but Psycho","Ava Max",26091,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
22,"Who Do You Love","The Chainsmokers",23853,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs
23,"Intro : Persona",BTS,22656,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
24,"Without Me",Halsey,22458,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
25,"Kick It",BLACKPINK,22132,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
