,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",7431,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",7351,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5296,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,"Old Town Road","Lil Nas X",4807,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
5,Wow.,"Post Malone",4737,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
6,"Talk (feat. Disclosure)",Khalid,4737,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
7,"Dancing With A Stranger (with Normani)","Sam Smith",4460,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
8,"7 rings","Ariana Grande",4299,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
9,"Eastside (with Halsey & Khalid)","benny blanco",4259,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
10,"bury a friend","Billie Eilish",4032,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
11,"Boy With Luv (feat. Halsey)",BTS,3998,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
12,Sucker,"Jonas Brothers",3920,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
13,"Without Me",Halsey,3917,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
14,Happier,Marshmello,3910,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
15,"MIDDLE CHILD","J. Cole",3819,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
16,Better,Khalid,3713,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
17,"Saturday Nights",Khalid,3572,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
18,SOS,Avicii,3568,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
19,"Here With Me",Marshmello,3507,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
20,"Sweet but Psycho","Ava Max",3455,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
21,Shallow,"Lady Gaga",3312,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
22,"when the party's over","Billie Eilish",2955,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
23,"My Bad",Khalid,2858,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
24,"Let Me Down Slowly","Alec Benjamin",2844,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
25,"wish you were gay","Billie Eilish",2825,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
26,"High Hopes","Panic! At The Disco",2791,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
