,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Intentions (feat. Quavo)","Justin Bieber",48267,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
2,"Dance Monkey","Tones And I",47328,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,Yummy,"Justin Bieber",43578,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
4,"Don't Start Now","Dua Lipa",43001,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
5,Falling,"Trevor Daniel",38536,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,Memories,"Maroon 5",36280,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,ROXANNE,"Arizona Zervas",35765,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
8,"Blinding Lights","The Weeknd",34764,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,"The Box","Roddy Ricch",32320,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
10,"Someone You Loved","Lewis Capaldi",30605,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,"No Time To Die","Billie Eilish",29867,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
12,Circles,"Post Malone",29339,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
13,"Any song",ZICO,28650,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn
14,"everything i wanted","Billie Eilish",28386,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
15,"Before You Go","Lewis Capaldi",26514,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
16,"Say So","Doja Cat",25973,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
17,Psycho,"Red Velvet",25573,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
18,Señorita,"Shawn Mendes",25225,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
19,"My Oh My (feat. DaBaby)","Camila Cabello",21027,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
20,"Mean It",Lauv,20827,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM
