,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Come & Go (with Marshmello)","Juice WRLD",1841756,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
2,"Wishing Well","Juice WRLD",1832933,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
3,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1439001,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,"Life's A Mess (feat. Halsey)","Juice WRLD",1260592,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
5,Conversations,"Juice WRLD",1238499,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
6,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",1214807,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
7,Righteous,"Juice WRLD",1148494,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
8,"Party Girl (Remix)",StaySolidRocky,1121888,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
9,"Blood On My Jeans","Juice WRLD",1091970,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn
10,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",1032211,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
11,"Blueberry Faygo","Lil Mosey",913260,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
12,Titanic,"Juice WRLD",904502,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke
13,"Watermelon Sugar","Harry Styles",882407,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
14,"Bad Energy","Juice WRLD",875729,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO
15,"Stay High","Juice WRLD",869939,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe
16,"Blinding Lights","The Weeknd",856062,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
17,"Up Up And Away","Juice WRLD",834903,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj
18,"Man Of The Year","Juice WRLD",814982,https://open.spotify.com/track/1uA914Md6wsy9NDryyBypH
19,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",814277,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU
20,"Rags2Riches (feat. ATR Son Son)","Rod Wave",801740,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
21,"Fighting Demons","Juice WRLD",800265,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
22,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",779025,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
23,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",739117,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
24,"Screw Juice","Juice WRLD",730509,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO
25,"We Paid (feat. 42 Dugg)","Lil Baby",722595,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
26,"Savage Love (Laxed - Siren Beat)","Jawsh 685",722053,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
27,"Can't Die","Juice WRLD",708204,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa
28,"I Want It","Juice WRLD",698055,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL
29,"Roses - Imanbek Remix","SAINt JHN",646381,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
30,"The Box","Roddy Ricch",634045,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
31,"THE SCOTTS","THE SCOTTS",623779,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
32,"Toosie Slide",Drake,586751,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
33,"After Party","Don Toliver",583038,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
34,"The Bigger Picture","Lil Baby",566642,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
35,"WHATS POPPIN","Jack Harlow",564409,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
36,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",562947,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
37,"Lucid Dreams","Juice WRLD",549263,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
38,"Sunday Best",Surfaces,546672,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
39,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",543521,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
40,"Rain On Me (with Ariana Grande)","Lady Gaga",541788,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
41,"death bed (coffee for your head)",Powfu,539214,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
42,"GO (feat. Juice WRLD)","The Kid LAROI",537404,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
43,"Chicago Freestyle (feat. Giveon)",Drake,526968,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
44,Robbery,"Juice WRLD",517659,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
