,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Futsal Shuffle 2020","Lil Uzi Vert",1561406,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
2,ROXANNE,"Arizona Zervas",1334681,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,"Adore You","Harry Styles",1202791,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
4,Circles,"Post Malone",1118460,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1051875,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
6,"Watermelon Sugar","Harry Styles",1040327,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
7,"All I Want for Christmas Is You","Mariah Carey",985286,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
8,Falling,"Trevor Daniel",969077,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
9,BOP,DaBaby,934107,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
10,"Lucid Dreams","Juice WRLD",892966,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
11,"The Box","Roddy Ricch",878187,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
12,"HIGHEST IN THE ROOM","Travis Scott",836435,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
13,Falling,"Harry Styles",829369,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
14,"Rockin' Around The Christmas Tree","Brenda Lee",811025,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
15,"Jingle Bell Rock","Bobby Helms",790336,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
16,"Dance Monkey","Tones And I",784584,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,"Lights Up","Harry Styles",774454,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
18,Heartless,"The Weeknd",753055,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
19,"everything i wanted","Billie Eilish",748142,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
20,"Blinding Lights","The Weeknd",730120,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
21,Robbery,"Juice WRLD",724434,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
22,Cherry,"Harry Styles",702922,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL
