,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",15327,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Dance Monkey","Tones And I",13501,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"eMcimbini - Live","Kabza De Small",12227,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
4,"Life Is Good (feat. Drake)",Future,10969,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
5,"Blinding Lights","The Weeknd",10192,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
6,"Intentions (feat. Quavo)","Justin Bieber",9463,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
7,"Don't Start Now","Dua Lipa",9401,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,Yummy,"Justin Bieber",9339,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
9,Falling,"Trevor Daniel",8488,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
10,Circles,"Post Malone",8426,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,"Godzilla (feat. Juice WRLD)",Eminem,8208,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
12,"everything i wanted","Billie Eilish",8132,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
13,"No Time To Die","Billie Eilish",7900,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
14,Memories,"Maroon 5",7530,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
15,ROXANNE,"Arizona Zervas",7408,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
16,"Forever (feat. Post Malone & Clever)","Justin Bieber",7320,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
17,Lorch,"Kabza De Small",6285,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
18,Sandton,"Kabza De Small",6134,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
19,"Phoyisa - Live","Kabza De Small",6062,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2
20,"Someone You Loved","Lewis Capaldi",6047,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
21,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",6031,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
22,"Beautiful People (feat. Khalid)","Ed Sheeran",5958,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
23,"Lose Control",MEDUZA,5779,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
24,"I Don't Care (with Justin Bieber)","Ed Sheeran",5686,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
25,"My Oh My (feat. DaBaby)","Camila Cabello",5365,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
26,Señorita,"Shawn Mendes",5318,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
27,"High Fashion (feat. Mustard)","Roddy Ricch",5281,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
28,"What A Man Gotta Do","Jonas Brothers",5141,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
29,"Nana Thula","Kabza De Small",4924,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
30,"bad guy","Billie Eilish",4773,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
31,"Eastside (with Halsey & Khalid)","benny blanco",4659,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
32,"You should be sad",Halsey,4518,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
33,"You're the One",Elaine,4473,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
