,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,16246,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blinding Lights","The Weeknd",12318,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",11491,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"The Box","Roddy Ricch",10418,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Blueberry Faygo","Lil Mosey",8532,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
6,"Don't Start Now","Dua Lipa",8529,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
7,"Dance Monkey","Tones And I",7576,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Intentions (feat. Quavo)","Justin Bieber",7195,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
9,"Life Is Good (feat. Drake)",Future,7053,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
10,"death bed (coffee for your head)",Powfu,6794,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,Circles,"Post Malone",6643,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12,Falling,"Trevor Daniel",6193,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
13,Memories,"Maroon 5",5914,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"Say So","Doja Cat",5832,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,"WHATS POPPIN","Jack Harlow",5689,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
16,"Someone You Loved","Lewis Capaldi",5655,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
17,"Godzilla (feat. Juice WRLD)",Eminem,5572,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
18,ROXANNE,"Arizona Zervas",5526,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
19,"Sunday Best",Surfaces,5499,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,Savage,"Megan Thee Stallion",5474,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
21,"Beautiful People (feat. Khalid)","Ed Sheeran",5233,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
22,"everything i wanted","Billie Eilish",5125,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
23,"BELIEVE IT",PARTYNEXTDOOR,4854,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
24,"In Your Eyes","The Weeknd",4799,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
25,"Adore You","Harry Styles",4546,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
