,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Surtada - Remix Brega Funk","Dadá Boladão",753668,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
2,"Supera - Ao Vivo","Marília Mendonça",724886,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
3,"Some que ele vem atrás",Anitta,724535,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
4,"Cheirosa - Ao Vivo","Jorge & Mateus",656842,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
5,"Gaiola É o Troco","MC Du Black",615672,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
6,"Hit Contagiante - Remix","Felipe Original",591677,https://open.spotify.com/track/5bHx1IT5vfbM067r9p0S0P
7,"Tijolão - Ao Vivo","Jorge & Mateus",561376,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
8,"quando a bad bater - ao vivo","Luan Santana",560013,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
9,"Chama Ela (feat. Pedro Sampaio)",Lexa,551821,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
10,"Lençol Dobrado","João Gustavo e Murilo",540638,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
11,"Ferida Curada","Zé Neto & Cristiano",533898,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
12,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,491759,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
13,"Contatinho - Ao Vivo","Leo Santana",488990,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
14,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",480924,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
15,"Serenata - Ao Vivo","Marília Mendonça",445983,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
16,"Sentou e Gostou","MC JottaPê",445147,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
17,"Quando a vontade bater (Participação especial de PK Delas)",Pk,432464,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
18,"Algo Mais (Amante) - Ao Vivo","Xand Avião",404530,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
19,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",403006,https://open.spotify.com/track/1owErGXMkNVCgCmCjI1vRL
20,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",378706,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
21,"Espaçosa Demais - Ao Vivo","Felipe Araújo",375362,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
22,"3 Batidas - Ao Vivo","Guilherme & Benuto",363904,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
23,"Bebi Liguei - Ao Vivo","Marília Mendonça",363606,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
24,"Ela Vem","MC G15",361677,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
25,"Kenny G",Matuê,356943,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
26,Complicado,Vitão,356083,https://open.spotify.com/track/52vPpP2gEYaBROIS77J38P
27,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",347481,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
28,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",345431,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
