,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",483599,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
2,"Tijolão - Ao Vivo","Jorge & Mateus",476590,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
3,"Lençol Dobrado","João Gustavo e Murilo",472584,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk
4,"Sentou e Gostou","MC JottaPê",414638,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
5,"Hit Contagiante","Felipe Original",401595,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
6,"quando a bad bater - ao vivo","Luan Santana",400682,https://open.spotify.com/track/1nVIlX3h3Ds9bH6JMQopIU
7,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",381910,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
8,"Quando a vontade bater (Participação especial de PK Delas)",Pk,367231,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
9,"Uma nora pra cada dia","MC Kevinho",335448,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
10,Evoluiu,"MC Kevin o Chris",334789,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
11,Cobaia,"Lauana Prado",332173,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
12,Señorita,"Shawn Mendes",328248,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
13,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",314533,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
14,Milu,"Gusttavo Lima",305450,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
15,"Ferida Curada","Zé Neto & Cristiano",291692,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
16,"Bebi Liguei - Ao Vivo","Marília Mendonça",273336,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
17,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",269570,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
