,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Fai rumore",Diodato,492512,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
2,"Ringo Starr","Pinguini Tattici Nucleari",469616,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
3,Viceversa,"Francesco Gabbani",420128,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
4,"Per sentirmi vivo",Fasma,392400,https://open.spotify.com/track/5U3ln41nbhztweY70Mv5b3
5,"Me ne frego","Achille Lauro",386559,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
6,"Musica (E Il Resto Scompare)","Elettra Lamborghini",386251,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
7,"blun7 a swishland","tha Supreme",315839,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
8,"Boogieman (feat. Salmo)",Ghali,315396,https://open.spotify.com/track/7awUp2mRP7xjX9wBKhuwRu
9,Andromeda,Elodie,283679,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
10,Rapide,Mahmood,267168,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
11,Tikibombom,Levante,244063,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
12,"ANSIA NO","FSK SATELLITE",229326,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
13,"Dance Monkey","Tones And I",220457,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",210451,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
15,"PAROLA - feat. Lazza, Emis Killa",Giaime,201732,https://open.spotify.com/track/2tQ7vPjN88wkQl5hSNSbVF
16,"Blinding Lights","The Weeknd",194665,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
17,Calmo,Shiva,194060,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
18,"fuck 3x","tha Supreme",191839,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
19,"BRAVI A CADERE - I polmoni",Marracash,190722,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
20,"Eden (feat. Dardust)",Rancore,181331,https://open.spotify.com/track/0uq5cbQmpGciCLEveRDEdX
21,"CRUDELIA - I nervi",Marracash,175344,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
22,Falling,"Trevor Daniel",168564,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
23,"Stu core t'apparten","Rocco Hunt",162986,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
24,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,162019,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
25,"Don't Start Now","Dua Lipa",159885,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
26,Dov'è,"Le Vibrazioni",157458,https://open.spotify.com/track/0kyDrvGlKCTwnRQHJ30s31
27,"Sincero (feat. Morgan)",Bugo,155581,https://open.spotify.com/track/2KcbmqbOXoksxJHK6x6MFE
28,"Vai Bene Così","Leo Gassmann",147690,https://open.spotify.com/track/4A9WiZ8ShlpOaoULibEwup
29,"Tutto Questo Sei Tu",Ultimo,146936,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
30,"Allora ciao",Shade,146872,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
31,"Before You Go","Lewis Capaldi",145830,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
32,ROXANNE,"Arizona Zervas",144776,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
33,"RITMO (Bad Boys For Life)","Black Eyed Peas",142769,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
34,"Rosso di rabbia",Anastasio,138679,https://open.spotify.com/track/7aoec3X6UzeFOUXgMbUSui
35,"Chance (feat. Capo Plaza)",Shiva,133634,https://open.spotify.com/track/7CQwJNaHvxUPye0X7bTh7g
36,Gigante,"Piero Pelù",125639,https://open.spotify.com/track/6cYGvHEO8IQaNYXZQWxcCi
37,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",121182,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
38,"Una volta ancora (feat. Ana Mena)","Fred De Palma",121092,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
39,Tusa,"KAROL G",120994,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
40,"Il tuo profumo","Fred De Palma",119863,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
41,"Godzilla (feat. Juice WRLD)",Eminem,119771,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
42,"The Box","Roddy Ricch",118401,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
43,Chiasso,Random,117564,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
44,Yummy,"Justin Bieber",117248,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
