,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",8262,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,Circles,"Post Malone",7798,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
3,"Beautiful People (feat. Khalid)","Ed Sheeran",6539,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
4,"Dance Monkey","Tones And I",6365,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"Goodbyes (Feat. Young Thug)","Post Malone",6267,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,"I Don't Care (with Justin Bieber)","Ed Sheeran",6010,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
7,Saint-Tropez,"Post Malone",5532,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV
8,"How Do You Sleep?","Sam Smith",5410,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
9,Dames,Biggy,5397,https://open.spotify.com/track/72Yg5qdIqpTnXrNPEewglz
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5349,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy
11,Panini,"Lil Nas X",5236,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
12,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",5183,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
13,"Someone You Loved","Lewis Capaldi",5135,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,"No Guidance (feat. Drake)","Chris Brown",5118,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
15,Ransom,"Lil Tecca",5018,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
16,"Old Town Road - Remix","Lil Nas X",4398,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
17,"bad guy","Billie Eilish",4386,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,"Hollywood's Bleeding","Post Malone",3904,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9
19,Lalala,Y2K,3882,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
20,Graveyard,Halsey,3667,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
21,Akulaleki,"Samthing Soweto",3593,https://open.spotify.com/track/6IVjF6tfGdFBZr4wXhMRtC
22,"Takeaway (feat. Lennon Stella)","The Chainsmokers",3478,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
23,"Enemies (feat. DaBaby)","Post Malone",3475,https://open.spotify.com/track/6UFEJuDXQMWhL5UH5f9fUR
24,"Eastside (with Halsey & Khalid)","benny blanco",3471,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
25,"boyfriend (with Social House)","Ariana Grande",3436,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
26,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",3432,https://open.spotify.com/track/4Yq3XUNfWrAPWuB94qkC09
27,"Truth Hurts",Lizzo,3408,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
28,Wow.,"Post Malone",3357,https://open.spotify.com/track/2ve5NyzWHUbIYxL33goCX7
29,"Money In The Grave (Drake ft. Rick Ross)",Drake,3343,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
30,"fuck, i'm lonely",Lauv,3301,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
31,Liar,"Camila Cabello",3270,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
32,Amantombazane,"DJ Maphorisa",3259,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex
33,"The London (feat. J. Cole & Travis Scott)","Young Thug",3096,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
34,"Vula Vala","DJ Maphorisa",3055,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
35,"Talk (feat. Disclosure)",Khalid,3038,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
36,Happier,Marshmello,3032,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
37,"Die For Me (feat. Future & Halsey)","Post Malone",2952,https://open.spotify.com/track/59PYPDxTbqJpiGfyogPb5h
38,"Piece Of Your Heart",MEDUZA,2951,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
39,Lover,"Taylor Swift",2930,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
40,Better,Khalid,2922,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
41,Teeth,"5 Seconds of Summer",2868,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
42,Youngblood,"5 Seconds of Summer",2786,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
43,"Slide Away","Miley Cyrus",2773,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
44,"Dancing With A Stranger (with Normani)","Sam Smith",2729,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
45,"You Need To Calm Down","Taylor Swift",2697,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
46,LaLaLa,"Black Coffee",2675,https://open.spotify.com/track/0oL5c4N1W1x8i9HZ3uzBAu
47,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone",2637,https://open.spotify.com/track/0hGH0S74Eoyv6mXZcOKtdQ
48,"Higher Love",Kygo,2625,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
49,Motivation,Normani,2564,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
50,"hot girl bummer",blackbear,2489,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
51,"If I Can't Have You","Shawn Mendes",2429,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
52,"A Thousand Bad Times","Post Malone",2342,https://open.spotify.com/track/3hFG4jR5stnIQJDI64KlJY
53,"Call You Mine","The Chainsmokers",2306,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT
54,"It's You","Ali Gatie",2276,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
55,"I Like Me Better",Lauv,2271,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
56,"Never Really Over","Katy Perry",2269,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
57,"Without Me",Halsey,2266,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
58,Sucker,"Jonas Brothers",2255,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
59,Shallow,"Lady Gaga",2223,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
60,I.F.L.Y.,Bazzi,2199,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
61,"Rescue Me",OneRepublic,2136,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
