,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
89,Edredom,Vitão,109601,https://open.spotify.com/track/0wryAFpQqHTvhteQx7ZNp2
90,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",109302,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
91,"Santo Forte (Ao Vivo) (feat. Luan Santana)",Dilsinho,108609,https://open.spotify.com/track/1ekX8JX7LF3AyxI0nyOzvB
92,"Tiro Certo - Ao Vivo","Zé Felipe",107909,https://open.spotify.com/track/6PrHpASrdyqydEKc8JFmEX
93,"Não Atende Não","Wesley Safadão",107900,https://open.spotify.com/track/7E5cJjrgYLHo13pI0hpmWw
94,"Resenha lá em casa","MC Kevin o Chris",107838,https://open.spotify.com/track/3NnW2EqJxvHYrRy3upaznl
95,Balão,Orochi,107304,https://open.spotify.com/track/6nc3d5wRTTzkZo29kZRr5r
96,"Cidade Vizinha - Ao Vivo","Henrique & Juliano",105995,https://open.spotify.com/track/6pgoGpBkKUvXrrU95j0khl
97,"Bye Bye","Mc Don Juan",105829,https://open.spotify.com/track/3NpRkAnxexTh4TklAZNjag
98,"Garupa, Pt. 2","Dj Henrique de Ferraz",105721,https://open.spotify.com/track/6d9GEfxIyQiEtuG1EVBF5m
99,"Aperte O Play - Ao Vivo","Simone & Simaria",102675,https://open.spotify.com/track/5M8qHiAV6b0jo3phlyhxcR
100,"Maturidade (feat. Matheus & Kauan)","Avine Vinny",102523,https://open.spotify.com/track/64ePZsgVWO1zRVpHxY2VYC
101,"Obrigado por Estragar Tudo - Ao Vivo","Marília Mendonça",101894,https://open.spotify.com/track/4a5GPCo8oX4vvaRkciKlih
102,"Rabetão no Chão","Mc Th",101685,https://open.spotify.com/track/4aC48Yffpsw01b7sBJxase
103,"Ai, Amor",ANAVITÓRIA,100890,https://open.spotify.com/track/3bR8wBqLky6b61ROJlaBEF
104,"Bebe e Vem Me Procurar","Raí Saia Rodada",100395,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
105,"O Pai Tá Livre","Jerry Smith",100227,https://open.spotify.com/track/5UozeQwsAUQ2D0o3dchDeS
106,"Traí Sim - Ao Vivo","Maiara & Maraisa",99022,https://open.spotify.com/track/1NG3zBjoV0TtKcr5znJ6n3
107,"Outro Dia","A Banca Records",98799,https://open.spotify.com/track/1lTsRXDMWFbsFjQGkbL5TX
108,"Pro Nosso Bem - Ao Vivo","Gustavo Mioto",98384,https://open.spotify.com/track/5JZufG8AcnMvCOeFoMFExv
109,Embrasa,Vitão,95543,https://open.spotify.com/track/4iANxSIDT3kGekiquMSAgT
110,"Muito Calor",Ozuna,95488,https://open.spotify.com/track/5uVgsAzjO6eJR06VPrqUga
111,"Dois Corações",Melim,95437,https://open.spotify.com/track/4xwPOyN9VgaTPehdsLiYul
112,Louquinho,Jão,93878,https://open.spotify.com/track/3lEfEePgxGH2WwsB5fHC1K
113,Believer,"Imagine Dragons",93544,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
114,"Quase Amor","Maria Cecília & Rodolfo",92853,https://open.spotify.com/track/0Fb8EGunEFldoQBZWJX2mk
115,"Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo","Turma do Pagode",91136,https://open.spotify.com/track/1xg3EbmhAr1cfNOA55pvKH
116,"Vingança - Ao Vivo","Luan Santana",90096,https://open.spotify.com/track/7KdcbYcVF8LkQeQcTYOixJ
117,Morena,"Vitor Kley",89396,https://open.spotify.com/track/36UiRg8wGUOFC3E0gdyvFA
118,"Zé da Recaída - Ao Vivo","Gusttavo Lima",89387,https://open.spotify.com/track/7uU04pPMnKELpv8mIJ3yLa
119,"Piece Of Your Heart - Alok Remix",MEDUZA,89226,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
120,"Sofro Onde Eu Quiser","Yasmin Santos",88290,https://open.spotify.com/track/2Xr33epIjw1fbwOhrng4Pd
121,"Dona de mim",IZA,88043,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
122,"Tonelada de Solidão (feat. Ferrugem) - Ao Vivo","Marcos & Belutti",86670,https://open.spotify.com/track/2dEkETSUpO8oZoCOcKT1yN
123,"Shape of You","Ed Sheeran",86606,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
124,"Passa Mal - Ao Vivo","Marília Mendonça",85811,https://open.spotify.com/track/7Cpd4UGXnTrloIgZpSs46e
125,"Igual Ela Só Uma","Wesley Safadão",85485,https://open.spotify.com/track/6XGhqvxCMCcBy5XiqG7SWV
126,"Love À Queima Roupa - Ao Vivo","Marília Mendonça",84709,https://open.spotify.com/track/0aUGXSCmdJz9I9kdY9e9kk
127,"Quem Me Dera","Márcia Fellipe",84664,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg
128,"Você Não Ama Ninguém","Pineapple StormTv",84153,https://open.spotify.com/track/5e0CF6LhfPARWyiu4eFohr
129,"O Sol","Vitor Kley",81940,https://open.spotify.com/track/4lvGHfDuzfv9uDTHMrRMiH
130,"A Casa É Sua","Casa Worship",81535,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
131,"You Need To Calm Down","Taylor Swift",81259,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
132,"Fake News - Ao Vivo","Gustavo Mioto",80510,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
133,"Agora é Tudo Meu","Dennis DJ",80210,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
134,"Deixe Me Ir - Acústico",1Kilo,80131,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
135,Dizeres,Orgânico,80024,https://open.spotify.com/track/3Vc8vnid3noqupe9PvUKxP
136,"Regras - Ao Vivo","Diego & Arnaldo",79712,https://open.spotify.com/track/11DkUDkBt9kaha1QRnuCMU
137,"Enchendo e Derramando","Zé Neto & Cristiano",79426,https://open.spotify.com/track/4ABwmZSNZPHqH2cXPhKgfH
138,"Ela Vem","MC G15",78998,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
139,"Parado no Bailão","MC L da Vinte",78930,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
140,"Fica - Bonus Track",ANAVITÓRIA,78502,https://open.spotify.com/track/1qDZnViQgUItsMpWLVwfGb
141,Sapequinha,Lexa,78156,https://open.spotify.com/track/7LPR6AdkOQR9WpEixCGNCk
142,Favela,Alok,78125,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
143,"If I Can't Have You","Shawn Mendes",78018,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
144,"Poesia Acústica #2: Sobre Nós",Delacruz,77740,https://open.spotify.com/track/6HaTYIUKd8SzdvGOfutBRD
145,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",77036,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
146,"Bye Bye - Ao Vivo","Marília Mendonça",76910,https://open.spotify.com/track/055TcJ0BdCrW7qE8Yq5KRM
147,"Pra Você Guardei O Amor","Nando Reis",76530,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
148,"Poesia Acústica #3: Capricorniana","Pineapple StormTv",76450,https://open.spotify.com/track/1YUWhlQjFv7MQpcbb77zTL
149,"Pouca Pausa",Clau,75967,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
150,"Bohemian Rhapsody - 2011 Mix",Queen,75424,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
151,"In My Mind",Dynoro,75123,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
152,"thank u, next","Ariana Grande",74850,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
153,Ocean,Alok,74729,https://open.spotify.com/track/4nraNqonMyfc0U3o8VeXVu
154,"rockstar (feat. 21 Savage)","Post Malone",74521,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
155,"Girls Like You (feat. Cardi B)","Maroon 5",74497,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
156,"Casal Raiz - Ao Vivo","Xand Avião",73763,https://open.spotify.com/track/37Xnka0c1qea5wagV91UIl
157,"AmarElo (Sample: Sujeito de Sorte - Belchior)",Emicida,73649,https://open.spotify.com/track/1BeAxDuc9FbQNWvXWlO66W
158,"Só Pra Castigar","Wesley Safadão",73636,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
159,"Deixa Eu Te Chamar de Meu Amor","Breno & Caio Cesar",73080,https://open.spotify.com/track/0EyxB6uQOUC4ex2tbJuu6m
160,"Mandona - Acústico",Oriente,72934,https://open.spotify.com/track/0R4dwzW253KTxchGryT1H6
161,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",72685,https://open.spotify.com/track/2jxfsaODfcVQhKMZPuYK2j
162,"Teste da Mãozinha - Ao Vivo","Hugo & Guilherme",72552,https://open.spotify.com/track/0wshnPflQAjMVaCDIraSWk
163,Photograph,"Ed Sheeran",71559,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
164,Cida,"Agnes Nunes",71557,https://open.spotify.com/track/7FXjPI4dE1Eian6Exy6VEa
165,"Trevo (Tu)",ANAVITÓRIA,71282,https://open.spotify.com/track/2vRBYKWOyHtFMtiK60qRz7
166,Sucker,"Jonas Brothers",70970,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
167,"Apenas Mais uma de Amor","Lulu Santos",70894,https://open.spotify.com/track/6YNCE5qtrTa7YcnAOAEsDQ
168,"Dancing With A Stranger (with Normani)","Sam Smith",70745,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
169,"Without Me",Halsey,70701,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
170,Terremoto,Anitta,70506,https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT
171,"Truth Hurts",Lizzo,70415,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
172,"Nem Tchum - Ao Vivo","Maiara & Maraisa",70407,https://open.spotify.com/track/4oRI9c4EmcKo9kbgVM8zWP
173,"Propaganda - Ao Vivo","Jorge & Mateus",70298,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
174,"Bebo Litro - Ao Vivo","Maiara & Maraisa",70225,https://open.spotify.com/track/0GSHXM7PZ75f6ZwpekBq83
175,"Me Desculpa Jay Z","Baco Exu do Blues",70019,https://open.spotify.com/track/2BF6mQdYAkLmeRQmX7YyPy
176,Thunder,"Imagine Dragons",69606,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
177,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",69343,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
178,"Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto)",Dilsinho,69220,https://open.spotify.com/track/2lm3Ric7MeBk8hLfsiVokr
179,"Medley da Gaiola - Dennis DJ Remix","MC Kevin o Chris",69005,https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE
180,"Surto De Amor - Ao Vivo Em Uberlândia / 2018","Bruno & Marrone",68630,https://open.spotify.com/track/5mFn4teAi2HMi7kRHliyFL
181,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",68595,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
182,"Mother's Daughter","Miley Cyrus",68222,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
183,"Ausência - Ao Vivo | Acústico","Marília Mendonça",67591,https://open.spotify.com/track/37erXXnh4mlWE7mdO6EYOp
184,Panini,"Lil Nas X",67184,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
185,"Hear Me Now",Alok,67020,https://open.spotify.com/track/39cmB3ZoTOLwOTq7tMNqKa
186,"Anos Luz",Matuê,66983,https://open.spotify.com/track/6J8UJNZrIwvcpsWHvSkwXn
187,Banco,Matuê,66948,https://open.spotify.com/track/7MPQNyAX02uIEQCRsC4sgc
188,"Every Breath You Take","The Police",66903,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
189,"Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",66876,https://open.spotify.com/track/43tDjfz9Inw7Soy0jzxowN
190,Caderninho,Vitão,66645,https://open.spotify.com/track/0iAiunuKLLAUmQxgkcJza2
191,"To Gostando Tanto de Você","Mc Don Juan",66391,https://open.spotify.com/track/4HTrlT5mmxPaZZKs4JSPeI
192,Rockstar,"Jovem Dex",66183,https://open.spotify.com/track/2pkiYFWrja3oTlTwDaTypd
193,"Eu Não Iria - Ao Vivo","Gusttavo Lima",65764,https://open.spotify.com/track/09Q3su74ehVmR87tA3msB9
194,"Never Really Over","Katy Perry",65680,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
195,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",65678,https://open.spotify.com/track/371Up3WP7OqJNFPf0BiyUe
196,"Call You Mine","The Chainsmokers",65606,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
197,"Respeita o Nosso Fim - Ao Vivo","Gusttavo Lima",65544,https://open.spotify.com/track/1F46LaY3gYpvL2r534FeWs
198,"Kill This Love",BLACKPINK,64894,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
199,"Better Now","Post Malone",64867,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
200,"lovely (with Khalid)","Billie Eilish",64715,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
