,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",15904,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"everything i wanted","Billie Eilish",12868,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
3,Memories,"Maroon 5",10172,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,Circles,"Post Malone",9825,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,ROXANNE,"Arizona Zervas",8515,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
6,"Lose You To Love Me","Selena Gomez",7733,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
7,"Beautiful People (feat. Khalid)","Ed Sheeran",7636,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
8,"Someone You Loved","Lewis Capaldi",7362,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Señorita,"Shawn Mendes",7239,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,"HIGHEST IN THE ROOM","Travis Scott",7234,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,Akulaleki,"Samthing Soweto",7148,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
12,"Don't Start Now","Dua Lipa",6993,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
13,"hot girl bummer",blackbear,6419,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
14,"I Don't Care (with Justin Bieber)","Ed Sheeran",6416,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
15,"How Do You Sleep?","Sam Smith",6273,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
16,"Labantwana Ama Uber","Semi Tee",5724,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
17,"Trampoline (with ZAYN)",SHAED,5495,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
18,"Nana Thula","Kabza De Small",5494,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
19,"Takeaway (feat. Lennon Stella)","The Chainsmokers",5371,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
20,"bad guy","Billie Eilish",5194,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
21,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",5157,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
22,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",4988,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
23,"Vula Vala","DJ Maphorisa",4780,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
24,"Goodbyes (Feat. Young Thug)","Post Malone",4716,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
25,"Eastside (with Halsey & Khalid)","benny blanco",4712,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
26,"Ride It",Regard,4619,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
27,"Look At Her Now","Selena Gomez",4608,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
28,"Lose Control",MEDUZA,4456,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
29,Sukendleleni,"Jobe London",4442,https://open.spotify.com/track/1lKqP0GH6cZ6zMtmUTJWs5
30,Amantombazane,"DJ Maphorisa",4420,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex
31,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",4353,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
