,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",1646783,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"bad guy","Billie Eilish",1519065,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1401344,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"If I Can't Have You","Shawn Mendes",1179176,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
5,"Homicide (feat. Eminem)",Logic,1146144,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
6,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1106476,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
7,"Truth Hurts",Lizzo,1074371,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
8,Suge,DaBaby,975334,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
9,"Talk (feat. Disclosure)",Khalid,962100,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
10,"MIDDLE CHILD","J. Cole",915051,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
11,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",896077,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
12,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",832611,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
13,"Pop Out (feat. Lil Tjay)","Polo G",808531,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
14,Wow.,"Post Malone",804182,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
15,"Sanguine Paradise","Lil Uzi Vert",785251,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
16,Sucker,"Jonas Brothers",747832,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
17,"Old Town Road","Lil Nas X",744853,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
18,Paradise,Bazzi,718293,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
19,"7 rings","Ariana Grande",713768,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
20,"Going Bad (feat. Drake)","Meek Mill",706322,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
21,"Pure Water (with Migos)",Mustard,678219,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
22,"Murder On My Mind","YNW Melly",665449,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
23,"when the party's over","Billie Eilish",646639,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
24,SOS,Avicii,641789,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
25,"bury a friend","Billie Eilish",623145,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
26,Robbery,"Juice WRLD",616596,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
27,"Envy Me",Calboy,599917,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
28,"wish you were gay","Billie Eilish",576379,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
29,"break up with your girlfriend, i'm bored","Ariana Grande",576137,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
30,Better,Khalid,554501,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
31,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",551724,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
32,"Without Me",Halsey,546116,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
33,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",535381,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
34,"Mixed Personalities (feat. Kanye West)","YNW Melly",533900,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
35,"Boy With Luv (feat. Halsey)",BTS,530187,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
36,lovely,"Billie Eilish",508423,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
37,"Dancing With A Stranger (with Normani)","Sam Smith",500021,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
38,"SICKO MODE","Travis Scott",496056,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
39,"Lucid Dreams","Juice WRLD",480026,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
40,"Faucet Failure","Ski Mask The Slump God",477294,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
41,"Eastside (with Halsey & Khalid)","benny blanco",477170,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
42,Happier,Marshmello,470530,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
43,"a lot","21 Savage",469316,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
44,"3 Nights","Dominic Fike",467075,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
45,"Look Back at It","A Boogie Wit da Hoodie",464869,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
46,"Here With Me",Marshmello,464687,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
47,"Clout (feat. Cardi B)",Offset,462946,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
48,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,461496,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
49,"thank u, next","Ariana Grande",453413,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
