,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Una volta ancora (feat. Ana Mena)","Fred De Palma",406833,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa
2,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,357916,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
3,"Dove e quando","Benji & Fede",344933,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
4,Lento,"Boro Boro",303034,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
5,"Mambo Salentino",Boomdabash,298698,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
6,JAMBO,"Takagi & Ketra",295383,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
7,Chiasso,Random,291001,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
8,Señorita,"Shawn Mendes",286796,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",273216,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
10,"Ostia Lido",J-AX,268926,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
11,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",252610,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
12,Playa,"Baby K",241158,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
13,"Margarita (con Marracash)",Elodie,226711,https://open.spotify.com/track/3qBtltssunsFuzn6DxXI0b
14,"La hit dell'estate",Shade,223437,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
15,Arrogante,Irama,219676,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
16,"MARYLEAN (feat. Marracash) - prod. Low Kidd",MACHETE,214974,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
17,"HO PAURA DI USCIRE 2 - prod. Mace",MACHETE,213161,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
18,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",210895,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
19,"Piece Of Your Heart",MEDUZA,206079,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
20,"Cin Cin",Alfa,198414,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
21,China,"Anuel AA",198023,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
22,"Maradona y Pelé",Thegiornalisti,152726,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
23,"I Don't Care (with Justin Bieber)","Ed Sheeran",152132,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
24,"Mon Fre - feat. Emis Killa",Shiva,148556,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
25,"bad guy","Billie Eilish",141703,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
26,"Senza Pensieri (feat. Loredana Bertè & J-AX)","Fabio Rovazzi",137438,https://open.spotify.com/track/1p9E8WC4aTSzArtqdQI1F5
27,"Someone You Loved","Lewis Capaldi",128892,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
