,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Circles,"Post Malone",1645022,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
2,Ransom,"Lil Tecca",1314307,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
3,"Goodbyes (Feat. Young Thug)","Post Malone",1207454,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
4,Saint-Tropez,"Post Malone",1131739,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV
5,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",1085470,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
6,"Enemies (feat. DaBaby)","Post Malone",1082407,https://open.spotify.com/track/6UFEJuDXQMWhL5UH5f9fUR
7,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1073051,https://open.spotify.com/track/4Yq3XUNfWrAPWuB94qkC09
8,"Truth Hurts",Lizzo,1052197,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1013734,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy
10,"Hollywood's Bleeding","Post Malone",893304,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9
11,Señorita,"Shawn Mendes",889012,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,Panini,"Lil Nas X",885006,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
13,"No Guidance (feat. Drake)","Chris Brown",831644,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
14,"Die For Me (feat. Future & Halsey)","Post Malone",799869,https://open.spotify.com/track/59PYPDxTbqJpiGfyogPb5h
15,"Money In The Grave (Drake ft. Rick Ross)",Drake,795937,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
16,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone",736824,https://open.spotify.com/track/0hGH0S74Eoyv6mXZcOKtdQ
17,"Someone You Loved","Lewis Capaldi",720846,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Hot (feat. Gunna)","Young Thug",690015,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
19,"The London (feat. J. Cole & Travis Scott)","Young Thug",670829,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
20,Graveyard,Halsey,670734,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
21,Wow.,"Post Malone",663896,https://open.spotify.com/track/2ve5NyzWHUbIYxL33goCX7
22,"A Thousand Bad Times","Post Malone",658045,https://open.spotify.com/track/3hFG4jR5stnIQJDI64KlJY
23,"bad guy","Billie Eilish",646892,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,"Baby (Lil Baby feat. DaBaby)","Quality Control",620645,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
25,Lalala,Y2K,617242,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
26,"hot girl bummer",blackbear,607234,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
27,"Beautiful People (feat. Khalid)","Ed Sheeran",605946,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
28,Suge,DaBaby,604219,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
29,"223's (feat. 9lokknine)","YNW Melly",600520,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
30,"boyfriend (with Social House)","Ariana Grande",594635,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
31,"I'm Gonna Be","Post Malone",587067,https://open.spotify.com/track/4hDoWaIklSVAKLocU3IDBr
32,Allergic,"Post Malone",563512,https://open.spotify.com/track/4LIbjDbLweGCrHVw8QbMSb
33,"Did It Again","Lil Tecca",558178,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
34,Camelot,"NLE Choppa",552404,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
35,"Good as Hell",Lizzo,551314,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
36,"Staring At The Sun (feat. SZA)","Post Malone",540559,https://open.spotify.com/track/2leIuE4fdcJoNMSKu5Yr7a
37,"How Do You Sleep?","Sam Smith",538956,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
38,"Bad Bad Bad (feat. Lil Baby)","Young Thug",534652,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
39,"Panini - DaBaby Remix","Lil Nas X",533891,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
40,"Ransom (with Juice WRLD) - Remix","Lil Tecca",516393,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
41,"Pop Out (feat. Lil Tjay)","Polo G",508997,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
42,Lover,"Taylor Swift",500156,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
43,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",471395,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
44,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,463537,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
45,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",459365,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
46,Liar,"Camila Cabello",441874,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
47,"Slide Away","Miley Cyrus",440148,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
48,Myself,"Post Malone",435131,https://open.spotify.com/track/4YgtN1HasxdDlrrZIggYxn
49,"Love Me","Lil Tecca",424992,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
50,"Talk (feat. Disclosure)",Khalid,421289,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
51,F.N,"Lil Tjay",415905,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
52,"Dance Monkey","Tones And I",409913,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
53,"Mood Swings","A Boogie Wit da Hoodie",407007,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H
54,"Behind Barz - Bonus",Drake,406485,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
55,Motivation,Normani,403242,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
56,"I Know","Post Malone",400216,https://open.spotify.com/track/2sfZgYusD8bBvB7qWekvSx
57,"Old Town Road - Remix","Lil Nas X",392640,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
