,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Money In The Grave (Drake ft. Rick Ross)",Drake,1791045,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
2,"You Need To Calm Down","Taylor Swift",1519609,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
3,Omertà,Drake,1230180,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF
4,"bad guy","Billie Eilish",1214794,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1198395,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"No Guidance (feat. Drake)","Chris Brown",1123159,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
7,Suge,DaBaby,1056701,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
8,"The London (feat. J. Cole & Travis Scott)","Young Thug",1007798,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
9,"Truth Hurts",Lizzo,1002098,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
10,"I Don't Care (with Justin Bieber)","Ed Sheeran",966986,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
11,EARFQUAKE,"Tyler, The Creator",948575,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",942673,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,"Pop Out (feat. Lil Tjay)","Polo G",933228,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
14,Ransom,"Lil Tecca",786198,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
15,"Talk (feat. Disclosure)",Khalid,772092,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
16,"MIDDLE CHILD","J. Cole",724492,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
17,"Go Loko (feat. Tyga, Jon Z)",YG,718202,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
18,Sucker,"Jonas Brothers",710312,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
19,Wow.,"Post Malone",693575,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
20,"Never Really Over","Katy Perry",688988,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
21,"If I Can't Have You","Shawn Mendes",686819,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
22,Sanctuary,Joji,661781,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
23,"Sanguine Paradise","Lil Uzi Vert",618608,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
24,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,612652,https://open.spotify.com/track/4eqrNsKy9Mvg1fvfsTVIAE
25,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",600778,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
26,"Old Town Road","Lil Nas X",596973,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
27,"Only Human","Jonas Brothers",587122,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
28,"Going Bad (feat. Drake)","Meek Mill",574341,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
29,"7 rings","Ariana Grande",561016,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
30,"Pure Water (with Migos)",Mustard,558256,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
