,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",546889,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,"Ostia Lido",J-AX,514425,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
3,JAMBO,"Takagi & Ketra",456603,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
4,"Veleno 7",Gemitaiz,449269,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
5,"Dove e quando","Benji & Fede",310479,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
6,"bad guy","Billie Eilish",304528,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,"Corazón Morado (feat. Sfera Ebbasta)","Elettra Lamborghini",298818,https://open.spotify.com/track/6stctriNY7UC7KyHcG7ZBH
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",295426,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
9,"Con Calma","Daddy Yankee",283281,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"Per Un Milione",Boomdabash,274171,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
11,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",250622,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
12,"Mambo Salentino",Boomdabash,249420,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
13,"Calma - Remix","Pedro Capó",228147,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
14,Elisir,Tedua,226221,https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ
15,"Someone You Loved","Lewis Capaldi",223930,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"Adan y Eva","Paulo Londra",222643,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
17,"Te Robaré","Nicky Jam",215028,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
18,Arrogante,Irama,213065,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
19,"È sempre bello",Coez,205306,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
