,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Stuck with U (with Justin Bieber)","Ariana Grande",41611,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
2,"eight(Prod.&Feat. SUGA of BTS)",IU,38299,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
3,"Be Kind (with Halsey)",Marshmello,27365,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
4,"death bed (coffee for your head)",Powfu,25145,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
5,"Blinding Lights","The Weeknd",25112,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Play Date","Melanie Martinez",25105,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
7,"Don't Start Now","Dua Lipa",23229,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
8,"Intentions (feat. Quavo)","Justin Bieber",22554,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
9,"Someone You Loved","Lewis Capaldi",21546,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,Supalonely,BENEE,21236,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
11,"Toosie Slide",Drake,20413,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
12,"Roses - Imanbek Remix","SAINt JHN",20309,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
13,Memories,"Maroon 5",20164,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"Break My Heart","Dua Lipa",18926,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
15,"Say So (feat. Nicki Minaj)","Doja Cat",18862,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
16,"Dance Monkey","Tones And I",18800,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,Circles,"Post Malone",18597,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
18,"If the World Was Ending - feat. Julia Michaels","JP Saxe",17742,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
19,"ily (i love you baby) (feat. Emilee)","Surf Mesa",17354,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
20,"Blueberry Faygo","Lil Mosey",17273,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,17107,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa
22,"Before You Go","Lewis Capaldi",16772,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
23,怎麼了,"Eric Chou",16163,https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm
24,"Sunday Best",Surfaces,16022,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
25,"THE SCOTTS","THE SCOTTS",15373,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
26,說好不哭,"Jay Chou",14831,https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf
27,Señorita,"Shawn Mendes",14629,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
28,WANNABE,ITZY,14354,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
29,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,14338,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
30,"Say So","Doja Cat",14134,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
31,Falling,"Trevor Daniel",13858,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
32,ROXANNE,"Arizona Zervas",13434,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
33,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",13272,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
34,"Boss Bitch","Doja Cat",12838,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
35,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲","Eric Chou",12156,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
36,Zombie,DAY6,11985,https://open.spotify.com/track/4s0dJmVknlUl7V6oK3puzZ
37,"The Box","Roddy Ricch",11821,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
38,"In Your Eyes","The Weeknd",11806,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
39,"10,000 Hours (with Justin Bieber)","Dan + Shay",11772,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
40,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲",A-Lin,11691,https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ
41,"Adore You","Harry Styles",11646,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
42,告白氣球,"Jay Chou",11451,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk
43,"Modern Loneliness",Lauv,11326,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
44,"Beautiful People (feat. Khalid)","Ed Sheeran",11158,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
45,"Mean It",Lauv,11132,https://open.spotify.com/track/3uc8AGNL0KbvISIrjnfRvN
46,"I Like Me Better",Lauv,10499,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
47,"Lose Somebody",Kygo,10477,https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3
48,GOOBA,6ix9ine,10151,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
49,Psycho,"Red Velvet",10133,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
50,"Boy With Luv (feat. Halsey)",BTS,9775,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
51,"I’m Ready (with Demi Lovato)","Sam Smith",9672,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
52,"Stay Tonight","CHUNG HA",9482,https://open.spotify.com/track/3As0OA5B06BxLfADvYyG8L
53,"Love Like That",Lauv,9290,https://open.spotify.com/track/2tSDwInMbSGmUySTeUgO5e
54,如果雨之後,"Eric Chou",9225,https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL
55,"真的傻 (電影《一吻定情》追愛版主題曲)","LaLa Hsu",9154,https://open.spotify.com/track/7mCr6Rn5jx04Fisvts97Z3
56,那些你很冒險的夢,"JJ Lin",9054,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc
57,"Say You Won't Let Go","James Arthur",9005,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
58,2002,Anne-Marie,8993,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
59,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8985,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
60,"Can We Kiss Forever?",Kina,8923,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
61,"What Am I","Why Don't We",8840,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G
62,"bad guy","Billie Eilish",8825,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
63,"comethru (bonus track)","Jeremy Zucker",8821,https://open.spotify.com/track/1pV9TLnQdOHbvourRO7x4m
64,嚣张,En,8806,https://open.spotify.com/track/3t8M86tiO0aKMMTXzRrFn8
65,"good guys",LANY,8785,https://open.spotify.com/track/3c7peg169veVaJRzlbCaKw
66,小幸運,"Hebe Tien",8702,https://open.spotify.com/track/1ZeVIrCWzEmsJexkrgvjFv
67,"i'm so tired...",Lauv,8565,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
68,"I Don't Care (with Justin Bieber)","Ed Sheeran",8471,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
69,年少有為,"Ronghao Li",8442,https://open.spotify.com/track/6XY80Ofqd8j0SGiEdRLwCp
70,Righteous,"Juice WRLD",8436,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
71,"It's You","Ali Gatie",8364,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
72,Feelings,Lauv,8313,https://open.spotify.com/track/0s26En1JoJhVj32vizElpA
73,Physical,"Dua Lipa",8293,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
74,你的酒馆对我打了烊,"Shirley Chen",8223,https://open.spotify.com/track/6BL2V0CvfW9QVHm9oU4Lmk
75,太陽,"Pika Chiu",8094,https://open.spotify.com/track/3mAc5QY56d5Zl1MbvnWybK
76,绿色,"Shirley Chen",8021,https://open.spotify.com/track/6ZoJngyuPof3KsFhFKA5P5
77,以後別做朋友,"Eric Chou",8020,https://open.spotify.com/track/7zyYmIdjqqiX6kLryb7QBx
78,Daisies,"Katy Perry",7940,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
79,"fuck, i'm lonely (with Anne-Marie)",Lauv,7865,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
80,Maniac,"Conan Gray",7850,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
81,Yummy,"Justin Bieber",7751,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
82,"Any song",ZICO,7748,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn
83,"Be Alright","Dean Lewis",7744,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
84,Selfish,"Madison Beer",7685,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
85,"If I Can't Have You","Shawn Mendes",7675,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
86,Perfect,"Ed Sheeran",7636,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
87,"everything i wanted","Billie Eilish",7620,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
88,Dumhdurum,Apink,7572,https://open.spotify.com/track/2ljLbFotsy2hFxAkjpsfbb
89,等你下課,"Jay Chou",7514,https://open.spotify.com/track/76WthWB0v0KXUHZoAclMVV
