,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
145,"Shape of You","Ed Sheeran",6321,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
146,"This City","Sam Fischer",6307,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
147,"Lose You To Love Me","Selena Gomez",6212,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
148,我很快樂,"Eric Chou",6150,https://open.spotify.com/track/0ztR7sCDXwCU5I8QJKemSU
149,"Black Swan",BTS,6146,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
150,GOOBA,6ix9ine,6136,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
151,"Love Someone","Lukas Graham",6131,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
152,"good guys",LANY,6116,https://open.spotify.com/track/3c7peg169veVaJRzlbCaKw
153,修煉愛情,"JJ Lin",6067,https://open.spotify.com/track/190kU2WKyIzx9XaBjfWRPk
154,來自天堂的魔鬼,G.E.M.,6060,https://open.spotify.com/track/0g2XnkKghVN22yze1gTJzl
155,"Feel Special",TWICE,6038,https://open.spotify.com/track/2HtcPHFdo7eu4Ilbvb0BVI
156,"Girls Like You (feat. Cardi B)","Maroon 5",6031,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
157,"那些年 - 那些年","Hu Xia",6028,https://open.spotify.com/track/3v8FOuA8jxAC5SOA2uN6Mg
158,"you broke me first","Tate McRae",6003,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
159,Blueming,IU,5987,https://open.spotify.com/track/4Dr2hJ3EnVh2Aaot6fRwDO
160,Daechwita,"Agust D",5827,https://open.spotify.com/track/0H4ugk6rhnXmTl47ayy9O5
161,"Like That (feat. Gucci Mane)","Doja Cat",5813,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
162,手心的薔薇,"JJ Lin",5810,https://open.spotify.com/track/07DWACsD58aEdq6XnDadLh
163,珊瑚海,"Jay Chou",5786,https://open.spotify.com/track/4JY5s40ymnG18f6wxQtzPw
164,"you were good to me (bonus track)","Jeremy Zucker",5760,https://open.spotify.com/track/0JnSoyZMTYZLWFVdVT1JFZ
165,"I'm Yours","Jason Mraz",5757,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
166,"Are You Bored Yet? (feat. Clairo)",Wallows,5754,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
167,句號,G.E.M.,5747,https://open.spotify.com/track/66YKSygcUZHHqHJZcWslI3
168,Closer,"The Chainsmokers",5745,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
169,給我一個理由忘記,A-Lin,5726,https://open.spotify.com/track/2DcmVSLAg0ZzfOQxDshZHY
170,"Scars To Your Beautiful","Alessia Cara",5701,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
171,"Falling Like The Stars","James Arthur",5684,https://open.spotify.com/track/395KzBy0bkb57dEvg6cfzJ
172,시작,Gaho,5674,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP
173,"not ur friend","Jeremy Zucker",5656,https://open.spotify.com/track/1g8illkxDpZ9oHckc7NovJ
174,"all the kids are depressed","Jeremy Zucker",5640,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
175,只是太愛你,"Hins Cheung",5636,https://open.spotify.com/track/0s5GrkSNp9bfP2FtrtbiJ0
176,擱淺,"Jay Chou",5621,https://open.spotify.com/track/4Rt9k4SE8dbfKzngxKJPq9
177,"thank u, next","Ariana Grande",5608,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
178,"Never Really Over","Katy Perry",5606,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
179,有点甜,"Silence Wang",5549,https://open.spotify.com/track/1xjDvv3wvcB49iVggnn7iK
180,"Spring Day",BTS,5500,https://open.spotify.com/track/5xFoqABWVj4FIAf7vQX8FN
181,說好的幸福呢,"Jay Chou",5494,https://open.spotify.com/track/6W2tmkeuHKaedHhdTPnyVs
182,泡沫,G.E.M.,5484,https://open.spotify.com/track/2IfSPLPDW6RGosdB5huwAA
183,"Eastside (with Halsey & Khalid)","benny blanco",5468,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
184,"Best Part (feat. Daniel Caesar)",H.E.R.,5454,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
185,FANCY,TWICE,5428,https://open.spotify.com/track/0W5hTAWn8Tq0Qfhg1XP3YW
186,"Hold Me While You Wait","Lewis Capaldi",5422,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
187,"All of Me","John Legend",5415,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
188,"SLOW DANCING IN THE DARK",Joji,5405,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
189,"TROLLZ (with Nicki Minaj)",6ix9ine,5401,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
190,"The Middle",Zedd,5384,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
191,Gurenge,LiSA,5363,https://open.spotify.com/track/23DbzwNJSLo7nkSWjODMvY
192,"Tattoos Together",Lauv,5357,https://open.spotify.com/track/1Srt81FTalOhRw7t7l8Yh8
193,倒數,G.E.M.,5323,https://open.spotify.com/track/2HmM5p02Q2qrYZvXJRLVx3
194,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",5316,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
195,當你,"JJ Lin",5292,https://open.spotify.com/track/56UzFYxgkvxU188BsCKBOc
196,"Here With Me",Marshmello,5214,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
197,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",5214,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
198,MAMACITA,"Black Eyed Peas",5181,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
199,"Beautiful (feat. Camila Cabello)",Bazzi,5159,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
200,"Bad Liar","Imagine Dragons",5154,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
