,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",84423,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"Beautiful People (feat. Khalid)","Ed Sheeran",47831,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
3,"How Do You Sleep?","Sam Smith",46979,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
4,"boyfriend (with Social House)","Ariana Grande",43823,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
5,I.F.L.Y.,Bazzi,40011,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
6,"Someone You Loved","Lewis Capaldi",36560,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
7,"I Don't Care (with Justin Bieber)","Ed Sheeran",35122,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
8,"Goodbyes (Feat. Young Thug)","Post Malone",34556,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
9,"fuck, i'm lonely",Lauv,34433,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
10,"It's You","Ali Gatie",33072,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
11,"Takeaway (feat. Lennon Stella)","The Chainsmokers",32503,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
12,"Boy With Luv (feat. Halsey)",BTS,29259,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
13,"If I Can't Have You","Shawn Mendes",26361,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
14,"Call You Mine","The Chainsmokers",24303,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
15,"bad guy (with Justin Bieber)","Billie Eilish",24159,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
16,怎麼了,"Eric Chou",23462,https://open.spotify.com/track/2IAumRplFr0Ns09kKgt2je
17,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",22051,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
18,Sucker,"Jonas Brothers",20369,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
19,"On My Way","Alan Walker",19677,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
20,"bad guy","Billie Eilish",19350,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
21,"Kill This Love",BLACKPINK,19243,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
22,"Never Really Over","Katy Perry",19141,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",18747,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
24,"i'm so tired...",Lauv,18705,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
25,ICY,ITZY,18400,https://open.spotify.com/track/7zFBtYAVURF3bUVqEQ6UUu
26,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲",A-Lin,18246,https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ
27,"You Need To Calm Down","Taylor Swift",18013,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
28,"Rescue Me",OneRepublic,18008,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
29,"Old Town Road - Remix","Lil Nas X",17410,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
30,"Small Talk","Katy Perry",17352,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
31,Ransom,"Lil Tecca",17010,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
32,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,16928,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
33,Easier,"5 Seconds of Summer",16525,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
34,2002,Anne-Marie,16420,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
35,"Falling Like The Stars","James Arthur",16412,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
36,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲","Eric Chou",16078,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
37,"Who Do You Love","The Chainsmokers",16057,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
38,"So Am I","Ava Max",16043,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
39,"The Archer","Taylor Swift",15367,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k
40,"Say You Won't Let Go","James Arthur",15083,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
41,"Find U Again (feat. Camila Cabello)","Mark Ronson",14962,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
42,如果雨之後,"Eric Chou",14889,https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL
43,告白氣球,"Jay Chou",14866,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk
44,"7 rings","Ariana Grande",14569,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
45,"Sad Forever",Lauv,14473,https://open.spotify.com/track/4a5zacCsHLtMC2mcxkqWwn
46,"Sweet but Psycho","Ava Max",14366,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
