,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"48H (feat. Sfera Ebbasta)",Izi,352781,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
2,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",350988,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
3,"bad guy","Billie Eilish",253488,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"Per Un Milione",Boomdabash,236769,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
5,"È sempre bello",Coez,211431,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
6,"Con Calma","Daddy Yankee",210281,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
7,Mademoiselle,"Sfera Ebbasta",208359,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",202706,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
9,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,180342,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
10,m8nstar,"tha Supreme",176673,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
11,"Calma - Remix","Pedro Capó",175983,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
12,"Someone You Loved","Lewis Capaldi",175593,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
13,"Weekend (feat. ???)",Izi,172688,https://open.spotify.com/track/69PcHXQe4GhorDgV7gTXAw
14,Soldi,Mahmood,150661,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
15,"Dammi Un Motivo",Izi,149825,https://open.spotify.com/track/32ixEZaSA1ZMrKOYInRbeP
16,"I Tuoi Particolari",Ultimo,147732,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
17,"Sweet but Psycho","Ava Max",147149,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
18,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",146987,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
19,"Rondini Al Guinzaglio",Ultimo,145132,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
20,"Don't Call Me Up",Mabel,143622,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
21,"Adan y Eva","Paulo Londra",141495,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
22,"Te Robaré","Nicky Jam",140499,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
23,"I Love You",Ghali,139054,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
24,"Blu (feat. Elisa)",Rkomi,132994,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
25,"Bad Liar","Imagine Dragons",132734,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
26,"OI MARÌ",LIBERATO,131634,https://open.spotify.com/track/245i6xl6htAeACuA3xKIY0
27,"Volare II",Izi,122160,https://open.spotify.com/track/46a53Hc2sMyNj5eRnJiPke
28,"TU ME FAJE ASCÌ PAZZ'",LIBERATO,122015,https://open.spotify.com/track/0YH29GVTcfCZFT317NERcx
29,Pace,Izi,121952,https://open.spotify.com/track/6IjIXSyoiaHZ4l599pvUzX
30,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",121615,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
31,HP,Maluma,120245,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
32,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,119254,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
33,"2% (feat. Frah Quintale)","Guè Pequeno",119175,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
34,"Baila Baila Baila",Ozuna,118603,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
35,SOS,Avicii,115581,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
36,"Old Town Road","Lil Nas X",114675,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
37,Domenica,Coez,112794,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
38,"Stamm Fort (feat. Sfera Ebbasta)",Luche,107294,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
39,"Fumo Da Solo",Izi,105476,https://open.spotify.com/track/6uMdn1ovj2ZRHGMbiTQAvy
40,"C'est la vie","Achille Lauro",103488,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
41,"OK (feat. Speranza)",Izi,102957,https://open.spotify.com/track/1ekveHboq6O9kz83GFlHwv
42,Dolcenera,Izi,98403,https://open.spotify.com/track/1UIqshAvlGYS5HNRakMur1
43,Carioca,Izi,97933,https://open.spotify.com/track/645yeaaEnJyQoMHg2athdC
44,A'dam,Izi,97820,https://open.spotify.com/track/0qRMd9mZcvyOUJBl53F1sp
45,"Senza farlo apposta",Shade,94668,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
46,"Contra La Pared","Sean Paul",94166,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
47,90MIN,Salmo,93827,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
