,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",13266,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",8361,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,Memories,"Maroon 5",8047,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,ROXANNE,"Arizona Zervas",6849,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,Señorita,"Shawn Mendes",6599,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,Jerusalema,"Master KG",6452,https://open.spotify.com/track/5F6tLUQGd7GtiWID9ZEzev
7,Falling,"Trevor Daniel",6212,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
8,"Beautiful People (feat. Khalid)","Ed Sheeran",5991,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,Lorch,"Kabza De Small",5842,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
10,"Don't Start Now","Dua Lipa",5709,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
11,Akulaleki,"Samthing Soweto",5533,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
12,"Someone You Loved","Lewis Capaldi",5485,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"Nana Thula","Kabza De Small",5286,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
14,"Labantwana Ama Uber","Semi Tee",5271,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
15,"everything i wanted","Billie Eilish",5039,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
16,"I Don't Care (with Justin Bieber)","Ed Sheeran",4769,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
17,"HIGHEST IN THE ROOM","Travis Scott",4733,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
18,"Vula Vala","DJ Maphorisa",4655,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
19,"How Do You Sleep?","Sam Smith",4632,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
20,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",4547,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
21,Umlilo,"DJ Zinhle",4462,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1
22,"Lose You To Love Me","Selena Gomez",4455,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
