,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",2969444,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Laugh Now Cry Later (feat. Lil Durk)",Drake,2535804,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
3,"7 Summers","Morgan Wallen",1495826,https://open.spotify.com/track/0Z0kNthq0sS4lvGz9SSlBF
4,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1227494,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
5,"Wishing Well","Juice WRLD",1059770,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
6,"Smile (with The Weeknd)","Juice WRLD",1056220,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
7,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",1002940,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
8,"Come & Go (with Marshmello)","Juice WRLD",971936,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
9,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",945547,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
10,"Watermelon Sugar","Harry Styles",916145,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
11,"Midnight Sky","Miley Cyrus",879916,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
12,"Blinding Lights","The Weeknd",832338,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,"Mood Swings (feat. Lil Tjay)","Pop Smoke",816348,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
14,"Mood (feat. iann dior)",24kGoldn,763593,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
15,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",733853,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
16,"Blueberry Faygo","Lil Mosey",732998,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
17,"Savage Love (Laxed - Siren Beat)","Jawsh 685",725200,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
18,"POPSTAR (feat. Drake)","DJ Khaled",718559,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
19,"Roses - Imanbek Remix","SAINt JHN",647929,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
20,Conversations,"Juice WRLD",626640,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
21,"GREECE (feat. Drake)","DJ Khaled",612477,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
22,"Go Crazy","Chris Brown",605753,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
23,"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",601197,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb
24,"Party Girl",StaySolidRocky,595589,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
25,"exile (feat. Bon Iver)","Taylor Swift",582693,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
26,cardigan,"Taylor Swift",562197,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
27,Lemonade,"Internet Money",543499,https://open.spotify.com/track/02kDW379Yfd5PzW5A6vuGt
28,"The Box","Roddy Ricch",539904,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
29,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",538469,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
30,"We Paid (feat. 42 Dugg)","Lil Baby",536959,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
31,"my future","Billie Eilish",524967,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
