,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Laugh Now Cry Later (feat. Lil Durk)",Drake,18560,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
2,"WAP (feat. Megan Thee Stallion)","Cardi B",15291,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
3,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,12261,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,"Blinding Lights","The Weeknd",10448,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",10262,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"Go Crazy","Chris Brown",9222,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
7,"Roses - Imanbek Remix","SAINt JHN",9038,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
8,"Smile (with The Weeknd)","Juice WRLD",8749,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
9,"Mood Swings (feat. Lil Tjay)","Pop Smoke",8685,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
10,"Wishing Well","Juice WRLD",8358,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
11,"Breaking Me",Topic,8086,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
12,"Watermelon Sugar","Harry Styles",7644,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,"Come & Go (with Marshmello)","Juice WRLD",7607,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
14,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",7590,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
15,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",7241,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
16,"GREECE (feat. Drake)","DJ Khaled",7240,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
17,"POPSTAR (feat. Drake)","DJ Khaled",7229,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
18,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",7051,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
