,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"quando a bad bater - ao vivo","Luan Santana",625390,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
2,"Supera - Ao Vivo","Marília Mendonça",606570,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
3,"Tijolão - Ao Vivo","Jorge & Mateus",578524,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
4,"Lençol Dobrado","João Gustavo e Murilo",537370,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
5,"Ferida Curada","Zé Neto & Cristiano",522226,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
6,"Sentou e Gostou","MC JottaPê",505322,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
7,"Hit Contagiante","Felipe Original",502990,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
8,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",480421,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
9,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",445387,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
10,Milu,"Gusttavo Lima",442663,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
11,"Quando a vontade bater (Participação especial de PK Delas)",Pk,417287,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
12,Cobaia,"Lauana Prado",379709,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
13,"Te Amo Sem Compromisso","MC Doni",370641,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
14,"Gaiola É o Troco","MC Du Black",369453,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
15,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",366808,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
16,"Espaçosa Demais - Ao Vivo","Felipe Araújo",360661,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
17,"Kenny G",Matuê,355853,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
18,Evoluiu,"MC Kevin o Chris",346937,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
19,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",344921,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
20,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",341359,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
21,"Serenata - Ao Vivo","Marília Mendonça",340572,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
22,Señorita,"Shawn Mendes",335448,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
23,Lalala,Y2K,331939,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
24,"Bebi Liguei - Ao Vivo","Marília Mendonça",329532,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
25,"Algo Mais (Amante) - Ao Vivo","Xand Avião",322731,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
