,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ela É do Tipo","MC Kevin o Chris",431535,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
2,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",399861,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
3,"Lençol Dobrado","João Gustavo e Murilo",396284,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk
4,"Cem Mil - Ao Vivo","Gusttavo Lima",390536,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ
5,"Vingança - Ao Vivo","Luan Santana",311527,https://open.spotify.com/track/7KdcbYcVF8LkQeQcTYOixJ
6,"Bebaça - Ao Vivo","Marília Mendonça",297947,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
7,"Bebi Liguei - Ao Vivo","Marília Mendonça",294600,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",293121,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
9,Evoluiu,"MC Kevin o Chris",285868,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
10,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",281029,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
11,"Onda diferente (feat. Papatinho)",Anitta,270181,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd
12,"Estado Decadente - Acústico","Zé Neto & Cristiano",258488,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
13,"Bola Rebola",Tropkillaz,245296,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg
14,"Péssimo Negócio (Ao Vivo)",Dilsinho,244679,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
15,"Posto 24h (feat. Wesley Safadão) - Ao Vivo","Lucas Lucco",244496,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0
16,Cobaia,"Lauana Prado",242521,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
17,Infarto,"Diego & Victor Hugo",232169,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2
18,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",218077,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ
19,"Golzinho Quadrado - Ao Vivo","Júnior e Cézar",215758,https://open.spotify.com/track/2g4W0KW5nOfD4PEllPBw8h
20,Shallow,"Lady Gaga",214762,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
21,"Não sou obrigada",POCAH,211764,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa
22,"Atrasadinha - Ao Vivo","Felipe Araújo",206454,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
23,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",204464,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
24,"Old Town Road","Lil Nas X",203536,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
25,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",203109,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
26,"Quem Me Dera","Márcia Fellipe",202459,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg
27,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",201663,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
28,"Ouvi Dizer",Melim,197354,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
29,"Vamos pra Gaiola","MC Kevin o Chris",194193,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB
30,"Casal Raiz - Ao Vivo","Xand Avião",194185,https://open.spotify.com/track/37Xnka0c1qea5wagV91UIl
31,"Ciumeira - Ao Vivo","Marília Mendonça",192893,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN
32,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",185840,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
33,"Sem Sal - Ao Vivo","Marília Mendonça",185828,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX
34,"Vai menina","PEDRO SAMPAIO",184879,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua
35,"Hoje Eu Vou Parar Na Gaiola","Mc Livinho",182963,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F
36,"Salvou meu dia (Participação especial de Gusttavo Lima)","MC Kevinho",180905,https://open.spotify.com/track/7CBImG41isOs2r7lQU7CCy
37,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",174491,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
38,"A boba fui eu (Participação especial de Jão) - Ao vivo",Ludmilla,173942,https://open.spotify.com/track/4Y9DWmJ0Pbz5QWODRG1YKr
39,"Long Neck - Acústico","Zé Neto & Cristiano",173128,https://open.spotify.com/track/4Lxv5hGnHOUYBVeDgWgcaP
40,"Chavinho - Ao Vivo","Raffa Torres",172906,https://open.spotify.com/track/4UUtExOTBaL40eKOaA1Mz6
41,"Agora é Tudo Meu","Dennis DJ",171044,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
42,"Quando a vontade bater (Participação especial de PK Delas)",Pk,168596,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
43,Desconstrução,"Tiago Iorc",167320,https://open.spotify.com/track/0BzRlHCiks2DGlfsEKy54f
44,"Traí Sim - Ao Vivo","Maiara & Maraisa",165179,https://open.spotify.com/track/1NG3zBjoV0TtKcr5znJ6n3
45,"bad guy","Billie Eilish",163014,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
46,"Fingindo Maturidade - Ao Vivo","Mano Walter",161717,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33
47,Facilita,"MC Kevinho",159567,https://open.spotify.com/track/3wB81eGupHVv9W4mF9IsHh
48,"Meu Abrigo",Melim,158319,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
49,"Quem Tem o Dom","Jerry Smith",157426,https://open.spotify.com/track/2mJOngYlqgfdLMBSxPcJL3
50,"Dá preferência pra mim (Participação especial de Gusttavo Lima)","Thiago Brava",155038,https://open.spotify.com/track/3bdjxhq0PqcxNwswCOX6w1
51,Malemolência,"Dynho Alves",154437,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1
52,"All The Lies",Alok,152313,https://open.spotify.com/track/6PqUdUGS4h5aGY7YyEGXr8
53,"7 rings","Ariana Grande",152078,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
54,"Senta braba","MC WM",148287,https://open.spotify.com/track/2SgVsDXzET5EU8VngMh9dv
55,"Favela chegou - Ao vivo",Ludmilla,143730,https://open.spotify.com/track/2caDAj0O4uD8OlJ8bap9nz
56,"Bye Bye","Mc Don Juan",141271,https://open.spotify.com/track/3NpRkAnxexTh4TklAZNjag
57,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",140111,https://open.spotify.com/track/2jxfsaODfcVQhKMZPuYK2j
58,"Igual Ela Só Uma","Wesley Safadão",137147,https://open.spotify.com/track/6XGhqvxCMCcBy5XiqG7SWV
59,"If I Can't Have You","Shawn Mendes",136445,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
60,"Cerveja, Sal E Limão - Ao Vivo","Matheus & Kauan",132981,https://open.spotify.com/track/7nJJKm0R90xM1nGlxTHTme
61,"Então Vem Cá - Ao Vivo","Mano Walter",132326,https://open.spotify.com/track/1FIaoiLn0E5ilfE5T0P9xx
62,"Bem Pior Que Eu - Ao Vivo","Marília Mendonça",130885,https://open.spotify.com/track/4UANYptjv2kpV6IY7IjXoJ
63,"Santo Forte (Ao Vivo) (feat. Luan Santana)",Dilsinho,130131,https://open.spotify.com/track/1ekX8JX7LF3AyxI0nyOzvB
64,Café,Vitão,129586,https://open.spotify.com/track/6i9ToXS6CAfjpp8veBklg1
65,"Zona de Risco (feat. Maiara & Maraisa) - Ao Vivo","Fernando & Sorocaba",127777,https://open.spotify.com/track/7qQV8fo97AFhrL9HPUeAsk
66,"Dona de mim",IZA,127325,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
67,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",126973,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
68,Happier,Marshmello,126187,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
69,"Deixa (feat. Ana Gabriela)",Lagum,125847,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
70,"Praia do Rosa - Acústico",Oriente,125152,https://open.spotify.com/track/5lYKob6hewwt3dcy5kWMfF
