,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",704936,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
2,Evoluiu,"MC Kevin o Chris",591887,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
3,"Lençol Dobrado","João Gustavo e Murilo",570751,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk
4,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",509342,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
5,"Tijolão - Ao Vivo","Jorge & Mateus",456384,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
6,"Bebi Liguei - Ao Vivo","Marília Mendonça",447981,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
7,"Ela É do Tipo","MC Kevin o Chris",446255,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
8,Garupa,"Luísa Sonza",416592,https://open.spotify.com/track/1HEr5uCRyuuLlVCOB1RiTE
9,"Faz Gostoso (feat. Anitta)",Madonna,415902,https://open.spotify.com/track/2SC14LGDbRWRlyLg9Wupa0
10,"Cem Mil - Ao Vivo","Gusttavo Lima",409632,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ
11,"Estado Decadente - Acústico","Zé Neto & Cristiano",394610,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
12,Cobaia,"Lauana Prado",390394,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
13,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",388301,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
14,"Bebaça - Ao Vivo","Marília Mendonça",383098,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
15,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",366186,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
16,"Onda diferente (feat. Papatinho)",Anitta,322306,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd
17,"Não sou obrigada",POCAH,319002,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa
18,Infarto,"Diego & Victor Hugo",316758,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2
19,"Posto 24h (feat. Wesley Safadão) - Ao Vivo","Lucas Lucco",311347,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0
20,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",310561,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ
21,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",296122,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
22,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",295536,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
23,"Péssimo Negócio (Ao Vivo)",Dilsinho,289091,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
24,"Sem Sal - Ao Vivo","Marília Mendonça",283746,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX
25,"Bola Rebola",Tropkillaz,281229,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg
26,"Quando a vontade bater (Participação especial de PK Delas)",Pk,280099,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
27,"Atrasadinha - Ao Vivo","Felipe Araújo",277630,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
28,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",274902,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
29,"Vai menina","PEDRO SAMPAIO",272638,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua
30,"Um Pedido","Hungria Hip Hop",261668,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
31,YoYo,"Gloria Groove",261051,https://open.spotify.com/track/161tk6AjNHvS8LC7Y4MHur
32,"Senta braba","MC WM",259441,https://open.spotify.com/track/2SgVsDXzET5EU8VngMh9dv
33,"Fingindo Maturidade - Ao Vivo","Mano Walter",258130,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33
34,"Vamos pra Gaiola","MC Kevin o Chris",250934,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB
35,"Old Town Road","Lil Nas X",243774,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
36,"Hoje Eu Vou Parar Na Gaiola","Mc Livinho",243179,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F
37,"Ciumeira - Ao Vivo","Marília Mendonça",225678,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN
38,"Agora é Tudo Meu","Dennis DJ",215238,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
39,Facilita,"MC Kevinho",214413,https://open.spotify.com/track/3wB81eGupHVv9W4mF9IsHh
40,"Long Neck - Acústico","Zé Neto & Cristiano",214100,https://open.spotify.com/track/4Lxv5hGnHOUYBVeDgWgcaP
41,"Quem Tem o Dom","Jerry Smith",212048,https://open.spotify.com/track/2mJOngYlqgfdLMBSxPcJL3
42,"Ouvi Dizer",Melim,210412,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
43,"Quem Me Dera","Márcia Fellipe",209689,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg
44,"Então Vou Avisar - Ao Vivo","Yasmin Santos",208167,https://open.spotify.com/track/1idjI8gtxgHjy8KyZamY6o
45,"I Don't Care (with Justin Bieber)","Ed Sheeran",207320,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
46,"Favela chegou - Ao vivo",Ludmilla,204384,https://open.spotify.com/track/3X4vxzjSiCtmZY2QRumOKW
47,"Então Vem Cá - Ao Vivo","Mano Walter",202654,https://open.spotify.com/track/1FIaoiLn0E5ilfE5T0P9xx
48,Shallow,"Lady Gaga",202594,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
49,"Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília","Diego & Victor Hugo",195323,https://open.spotify.com/track/6NgwHmEgfQVIYQBq8QcWMi
50,"Algo Mais (Amante) - Ao Vivo","Xand Avião",191338,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
