,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",974576,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
2,"Tudo Ok","Thiaguinho MT",785125,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
3,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",764927,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
4,SENTADÃO,"PEDRO SAMPAIO",752889,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
5,"Graveto - Ao Vivo","Marília Mendonça",638749,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
6,"Vem Me Satisfazer","MC Ingryd",628397,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
7,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",610052,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
8,"Combatchy (feat. MC Rebecca)",Anitta,587333,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
9,"S de Saudade","Luíza & Maurílio",567637,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
10,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",560234,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
11,"Cheirosa - Ao Vivo","Jorge & Mateus",552631,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
12,"Dance Monkey","Tones And I",547354,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,"Surtada - Remix Brega Funk","Dadá Boladão",527531,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
14,"Porta Mala","Os Parazim",485890,https://open.spotify.com/track/7vZqxuOvEwRHsGVaDykzpY
15,"Supera - Ao Vivo","Marília Mendonça",483261,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
16,"3 Batidas - Ao Vivo","Guilherme & Benuto",477143,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
17,"Litrão - Ao Vivo","Matheus & Kauan",467595,https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg
18,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",448940,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO
19,Verdinha,Ludmilla,410021,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ
20,"Volta por Baixo - Ao Vivo","Henrique & Juliano",408156,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
21,Paredão,"MC Kevinho",399422,https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj
22,"Tijolão - Ao Vivo","Jorge & Mateus",399328,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
23,"Some que ele vem atrás",Anitta,391304,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
24,"Hit Contagiante","Felipe Original",387465,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
25,"Rave de Favela (feat. BEAM)","Major Lazer",387141,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
26,"Gaiola É o Troco","MC Du Black",385178,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
27,"Chama Ela (feat. Pedro Sampaio)",Lexa,380256,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
28,"Amor de Que","Pabllo Vittar",379125,https://open.spotify.com/track/7yYsyXQa2JgbyL9fkEiUNt
29,"Briga Feia - Ao Vivo","Henrique & Juliano",371289,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
30,"menina solta","Giulia Be",363354,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
31,"Don't Start Now","Dua Lipa",360046,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
32,"Contatinho - Ao Vivo","Leo Santana",358550,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
33,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",356474,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
34,"Eterna Sacanagem","MC JottaPê",337593,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
35,"Lençol Dobrado","João Gustavo e Murilo",329303,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
36,Tentativas,"Marília Mendonça",324189,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
37,"Serenata - Ao Vivo","Marília Mendonça",320084,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
38,"Ferida Curada","Zé Neto & Cristiano",319516,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
39,"Carreira Solo - Ao Vivo","Gusttavo Lima",316418,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
40,"Tiro Certo - Ao Vivo","Zé Felipe",312249,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
41,"Dois Lados","Wesley Safadão",306492,https://open.spotify.com/track/3vSXPjfcebTt5mB8DXHWM6
42,"To Voando Alto","Mc Poze do Rodo",305399,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
43,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",301641,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
44,"Fake News - Ao Vivo","Gustavo Mioto",295479,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
45,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",292495,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
46,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",292267,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
47,Yummy,"Justin Bieber",287641,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
48,"Perrengue - Ao Vivo","Gusttavo Lima",279406,https://open.spotify.com/track/6mdU8glNHYdBBj5DuKSL1B
49,"Kenny G",Matuê,264911,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
50,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",258194,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
51,"Quando a vontade bater (Participação especial de PK Delas)",Pk,245611,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
52,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",243015,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
