,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"blun7 a swishland","tha Supreme",501927,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
2,"Tutto Questo Sei Tu",Ultimo,373809,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
3,"fuck 3x","tha Supreme",317910,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
4,"Dance Monkey","Tones And I",265579,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"Holly & Benji (feat. Capo Plaza & Shiva)",AVA,246939,https://open.spotify.com/track/4tchNSV4eZQ9vG4GNA4iJa
6,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,246399,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
7,"Soldi in Nero - feat. Sfera Ebbasta",Shiva,223705,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
8,"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,221624,https://open.spotify.com/track/4z6l90HzhLLCd0hWddzbrh
9,"CRUDELIA - I nervi",Marracash,220181,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
10,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",218809,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
11,"RITMO (Bad Boys For Life)","Black Eyed Peas",187705,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
12,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",181468,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
13,"sw1n6o - feat. Salmo","tha Supreme",169695,https://open.spotify.com/track/0I26eEAwEoii0wHuFqwhYO
14,Chiasso,Random,163937,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
15,"m12ano - feat. Mara Sattei","tha Supreme",163779,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
16,"Non Avere Paura","Tommaso Paradiso",147584,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
17,"BRAVI A CADERE - I polmoni",Marracash,145734,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
18,Bossoli,Shiva,144730,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
19,Barrio,Mahmood,142731,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
20,"Cin Cin",Alfa,141137,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
