,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",8542,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"Beautiful People (feat. Khalid)","Ed Sheeran",7524,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
3,"No Guidance (feat. Drake)","Chris Brown",7254,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
4,"I Don't Care (with Justin Bieber)","Ed Sheeran",7036,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
5,"Goodbyes (Feat. Young Thug)","Post Malone",6749,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,"How Do You Sleep?","Sam Smith",5856,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
7,"Old Town Road - Remix","Lil Nas X",5569,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
8,"Someone You Loved","Lewis Capaldi",5207,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Ransom,"Lil Tecca",4901,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
10,"Money In The Grave (Drake ft. Rick Ross)",Drake,4669,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
11,"boyfriend (with Social House)","Ariana Grande",4310,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
12,"bad guy","Billie Eilish",4272,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,"Takeaway (feat. Lennon Stella)","The Chainsmokers",4039,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
14,"The London (feat. J. Cole & Travis Scott)","Young Thug",4014,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3996,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,Panini,"Lil Nas X",3897,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
17,"Piece Of Your Heart",MEDUZA,3820,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
18,"If I Can't Have You","Shawn Mendes",3788,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
19,Lalala,Y2K,3765,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
20,"Eastside (with Halsey & Khalid)","benny blanco",3735,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
21,"You Need To Calm Down","Taylor Swift",3723,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
22,"Never Really Over","Katy Perry",3634,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
23,"BROWN SKIN GIRL","Blue Ivy",3268,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP
24,"Call You Mine","The Chainsmokers",3243,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
25,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",3236,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
26,"Truth Hurts",Lizzo,3217,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
27,"Talk (feat. Disclosure)",Khalid,3213,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
28,Better,Khalid,3213,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
29,"fuck, i'm lonely",Lauv,3187,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
