,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
169,"Rockin' Around The Christmas Tree","Brenda Lee",240665,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
170,"i love you","Billie Eilish",239819,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
171,"Playing Games (with Bryson Tiller) - Extended Version","Summer Walker",239628,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
172,"Best Part (feat. Daniel Caesar)",H.E.R.,238097,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
173,"XO Tour Llif3","Lil Uzi Vert",236846,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
174,"Faucet Failure","Ski Mask The Slump God",236157,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
175,"Santa Tell Me","Ariana Grande",236144,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
176,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",234697,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
177,"No Me Conoce - Remix","Jhay Cortez",233858,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
178,"Saturday Nights",Khalid,233831,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
179,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,233776,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
180,Feelings,Lauv,233407,https://open.spotify.com/track/1cL3ucXzG2hj3XOUPIWdvZ
181,INTRO,DaBaby,232488,https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v
182,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,232441,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
183,"Flames (with ZAYN)",R3HAB,232149,https://open.spotify.com/track/2DcZd7oFgctIJZG5pFncyD
184,Moonlight,XXXTENTACION,231552,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
185,Paradise,Bazzi,231207,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
186,Yessirr,"Tory Lanez",231123,https://open.spotify.com/track/3RFT4wk8sMnr5XhkxYJrW2
187,Teeth,"5 Seconds of Summer",228977,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
188,"No Role Modelz","J. Cole",227982,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
189,"20 Min","Lil Uzi Vert",226868,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
190,"gone girl","iann dior",226788,https://open.spotify.com/track/3iH29NcCxYgI5shlkZrUoB
191,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,226101,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
192,"Last Christmas",Wham!,226087,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
193,Tusa,"KAROL G",225477,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
194,Tequila,"Dan + Shay",225108,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
195,"Be Alright","Dean Lewis",224788,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
196,"I Forgot That You Existed","Taylor Swift",224373,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
197,"I Like Me Better",Lauv,224264,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
198,"Dancing With A Stranger (with Normani)","Sam Smith",221831,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
199,"ocean eyes","Billie Eilish",221800,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
200,"Jingle Bell Rock","Bobby Helms",221797,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
