,Position,Track Name,Artist,Streams,URL,id,date,country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
417,3,Memories,Maroon 5,10172,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,2019-11-15,-za-,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,audio_features,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4
418,4,Circles,Post Malone,9825,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,2019-11-15,-za-,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
419,5,ROXANNE,Arizona Zervas,8515,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,2019-11-15,-za-,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5
420,1,Toosie Slide,Drake,1722628,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,127QTOFJsJQp5LbJbu3A1y,2020-04-15,-us-,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,audio_features,spotify:track:127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y,247059,4
421,2,Blueberry Faygo,Lil Mosey,1397929,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,22LAwLoDA5b4AaGSkg6bKW,2020-04-15,-us-,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4
422,3,Blinding Lights,The Weeknd,1342661,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,2020-04-15,-us-,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
423,4,The Box,Roddy Ricch,1328068,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,2020-04-15,-us-,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,audio_features,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,196653,4
424,5,Roses - Imanbek Remix,SAINt JHN,944222,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,24Yi9hE78yPEbZ4kxyoXAI,2020-04-15,-us-,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,audio_features,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI,176840,4
425,1,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,574003,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,3tv697PZNnaQN0Mn2zGhS5,2020-05-15,-br-,0.794,0.937,8,-2.44,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012,audio_features,spotify:track:3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/tracks/3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/audio-analysis/3tv697PZNnaQN0Mn2zGhS5,237517,4
426,2,Liberdade Provisória - Ao Vivo,Henrique & Juliano,515297,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,3Ghyp3X5Ua9ypHnBIgOObI,2020-05-15,-br-,0.668,0.684,1,-5.937,1,0.0527,0.627,0.0,0.923,0.7,108.138,audio_features,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,https://api.spotify.com/v1/tracks/3Ghyp3X5Ua9ypHnBIgOObI,https://api.spotify.com/v1/audio-analysis/3Ghyp3X5Ua9ypHnBIgOObI,187986,4
427,3,Saudade Sua,Gusttavo Lima,497010,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,6NM06xgqxQ0HU5lxbt2JHi,2020-05-15,-br-,0.616,0.839,2,-2.895,1,0.106,0.292,0.0,0.268,0.348,147.883,audio_features,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,https://api.spotify.com/v1/tracks/6NM06xgqxQ0HU5lxbt2JHi,https://api.spotify.com/v1/audio-analysis/6NM06xgqxQ0HU5lxbt2JHi,210080,4
428,4,BRABA,Luísa Sonza,456301,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2WlZuBDgLfT7Kc0admhFdg,2020-05-15,-br-,0.811,0.689,0,-5.113,0,0.0615,0.181,2.55e-05,0.0784,0.663,144.015,audio_features,spotify:track:2WlZuBDgLfT7Kc0admhFdg,https://api.spotify.com/v1/tracks/2WlZuBDgLfT7Kc0admhFdg,https://api.spotify.com/v1/audio-analysis/2WlZuBDgLfT7Kc0admhFdg,129782,4
429,5,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,425021,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,60wF0XnX7A0jVpDNA5v8vi,2020-05-15,-br-,0.662,0.7,5,-5.148,0,0.0479,0.591,0.00238,0.0709,0.705,176.953,audio_features,spotify:track:60wF0XnX7A0jVpDNA5v8vi,https://api.spotify.com/v1/tracks/60wF0XnX7A0jVpDNA5v8vi,https://api.spotify.com/v1/audio-analysis/60wF0XnX7A0jVpDNA5v8vi,156996,4
430,1,Oh Juliana,Niack,1059960,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,4xWzZmX4K1yyrdtRfbUvjt,2020-08-15,-br-,0.799,0.568,6,-3.089,1,0.25,0.387,0.0,0.0892,0.963,129.63,audio_features,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,https://api.spotify.com/v1/tracks/4xWzZmX4K1yyrdtRfbUvjt,https://api.spotify.com/v1/audio-analysis/4xWzZmX4K1yyrdtRfbUvjt,153078,4
431,2,Investe Em Mim,Jonas Esticado,722124,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,15k1TDabqSEmyXOwMq9RM7,2020-08-15,-br-,0.632,0.953,9,-1.283,1,0.0325,0.317,0.0,0.125,0.798,160.061,audio_features,spotify:track:15k1TDabqSEmyXOwMq9RM7,https://api.spotify.com/v1/tracks/15k1TDabqSEmyXOwMq9RM7,https://api.spotify.com/v1/audio-analysis/15k1TDabqSEmyXOwMq9RM7,186533,4
432,3,Desce Pro Play (PA PA PA),Mc Zaac,688898,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,4zGtfOglDBfVUypabBwIjQ,2020-08-15,-br-,0.935,0.71,11,-5.085,0,0.158,0.0769,1.92e-06,0.173,0.635,100.009,audio_features,spotify:track:4zGtfOglDBfVUypabBwIjQ,https://api.spotify.com/v1/tracks/4zGtfOglDBfVUypabBwIjQ,https://api.spotify.com/v1/audio-analysis/4zGtfOglDBfVUypabBwIjQ,168507,4
433,4,Na Raba Toma Tapão,Niack,602547,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,0AGS6ZRgzobrazmCi6pYMe,2020-08-15,-br-,0.962,0.787,3,1.509,0,0.0554,0.666,5.74e-05,0.176,0.968,130.003,audio_features,spotify:track:0AGS6ZRgzobrazmCi6pYMe,https://api.spotify.com/v1/tracks/0AGS6ZRgzobrazmCi6pYMe,https://api.spotify.com/v1/audio-analysis/0AGS6ZRgzobrazmCi6pYMe,165231,4
434,5,Volta por Baixo - Ao Vivo,Henrique & Juliano,575845,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,7o9LwQmTuIDm4LyyHFIWul,2020-08-15,-br-,0.531,0.771,10,-5.897,1,0.05,0.386,0.0,0.942,0.467,123.414,audio_features,spotify:track:7o9LwQmTuIDm4LyyHFIWul,https://api.spotify.com/v1/tracks/7o9LwQmTuIDm4LyyHFIWul,https://api.spotify.com/v1/audio-analysis/7o9LwQmTuIDm4LyyHFIWul,192632,4
435,1,48H (feat. Sfera Ebbasta),Izi,352781,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC,05mrU7mN3c1822bpY58UBC,2019-05-15,-it-,0.755,0.502,5,-9.08,0,0.0655,0.307,0.0,0.105,0.6,149.919,audio_features,spotify:track:05mrU7mN3c1822bpY58UBC,https://api.spotify.com/v1/tracks/05mrU7mN3c1822bpY58UBC,https://api.spotify.com/v1/audio-analysis/05mrU7mN3c1822bpY58UBC,198125,4
436,2,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,350988,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy,45zJRuzK9e6AO527NOW7Fy,2019-05-15,-it-,0.775,0.661,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,audio_features,spotify:track:45zJRuzK9e6AO527NOW7Fy,https://api.spotify.com/v1/tracks/45zJRuzK9e6AO527NOW7Fy,https://api.spotify.com/v1/audio-analysis/45zJRuzK9e6AO527NOW7Fy,190700,4
437,3,bad guy,Billie Eilish,253488,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,2019-05-15,-it-,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
438,4,Per Un Milione,Boomdabash,236769,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w,5L1HQLXeih82ecmY0tOH7w,2019-05-15,-it-,0.741,0.744,7,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.987,audio_features,spotify:track:5L1HQLXeih82ecmY0tOH7w,https://api.spotify.com/v1/tracks/5L1HQLXeih82ecmY0tOH7w,https://api.spotify.com/v1/audio-analysis/5L1HQLXeih82ecmY0tOH7w,174616,4
439,5,È sempre bello,Coez,211431,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX,6IdiuMw1FSAvU3e6bgWQVX,2019-05-15,-it-,0.692,0.63,8,-6.792,1,0.164,0.0732,0.0,0.0865,0.499,110.919,audio_features,spotify:track:6IdiuMw1FSAvU3e6bgWQVX,https://api.spotify.com/v1/tracks/6IdiuMw1FSAvU3e6bgWQVX,https://api.spotify.com/v1/audio-analysis/6IdiuMw1FSAvU3e6bgWQVX,203872,5
440,1,Una volta ancora (feat. Ana Mena),Fred De Palma,406833,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa,6gaeewGjNiQhWOUkWRSLTa,2019-08-15,-it-,0.771,0.638,8,-5.342,1,0.0622,0.0848,0.0,0.104,0.591,124.039,audio_features,spotify:track:6gaeewGjNiQhWOUkWRSLTa,https://api.spotify.com/v1/tracks/6gaeewGjNiQhWOUkWRSLTa,https://api.spotify.com/v1/audio-analysis/6gaeewGjNiQhWOUkWRSLTa,174291,4
441,2,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,357916,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx,3Hh0ZcGIqIkSiJVZGLcVLx,2019-08-15,-it-,0.751,0.66,8,-6.24,1,0.348,0.228,0.0,0.0827,0.634,166.809,audio_features,spotify:track:3Hh0ZcGIqIkSiJVZGLcVLx,https://api.spotify.com/v1/tracks/3Hh0ZcGIqIkSiJVZGLcVLx,https://api.spotify.com/v1/audio-analysis/3Hh0ZcGIqIkSiJVZGLcVLx,211995,4
442,3,Dove e quando,Benji & Fede,344933,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h,5BAJMdCQqax0oBQigQTl5h,2019-08-15,-it-,0.763,0.692,1,-6.158,1,0.0381,0.0931,0.0,0.0644,0.691,124.998,audio_features,spotify:track:5BAJMdCQqax0oBQigQTl5h,https://api.spotify.com/v1/tracks/5BAJMdCQqax0oBQigQTl5h,https://api.spotify.com/v1/audio-analysis/5BAJMdCQqax0oBQigQTl5h,190409,4
443,4,Lento,Boro Boro,303034,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl,0iRKVjfQzpr41T3WsU7shl,2019-08-15,-it-,0.651,0.864,8,-5.799,0,0.225,0.378,0.0,0.227,0.812,181.936,audio_features,spotify:track:0iRKVjfQzpr41T3WsU7shl,https://api.spotify.com/v1/tracks/0iRKVjfQzpr41T3WsU7shl,https://api.spotify.com/v1/audio-analysis/0iRKVjfQzpr41T3WsU7shl,162363,4
444,5,Mambo Salentino,Boomdabash,298698,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc,7piIo15vVy3ULGXSpFs5xc,2019-08-15,-it-,0.906,0.662,3,-6.707,0,0.319,0.248,0.0,0.067,0.863,100.035,audio_features,spotify:track:7piIo15vVy3ULGXSpFs5xc,https://api.spotify.com/v1/tracks/7piIo15vVy3ULGXSpFs5xc,https://api.spotify.com/v1/audio-analysis/7piIo15vVy3ULGXSpFs5xc,155414,4
445,1,WANNABE,ITZY,46449,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,6tCssnvTUREcperDOUTqvA,2020-03-15,-sg-,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,audio_features,spotify:track:6tCssnvTUREcperDOUTqvA,https://api.spotify.com/v1/tracks/6tCssnvTUREcperDOUTqvA,https://api.spotify.com/v1/audio-analysis/6tCssnvTUREcperDOUTqvA,191242,4
446,2,Intentions (feat. Quavo),Justin Bieber,42044,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,4umIPjkehX1r7uhmGvXiSV,2020-03-15,-sg-,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,audio_features,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867,4
447,3,Dance Monkey,Tones And I,38583,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,2020-03-15,-sg-,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,audio_features,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4
448,4,Don't Start Now,Dua Lipa,35269,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-15,-sg-,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
449,5,Say So,Doja Cat,33212,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ,2020-03-15,-sg-,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
